,keys,values,0,1,2,3
5757,30:2:0:16,8541.374,30,2,0,16
5758,9:2:0:6,5404.0,9,2,0,6
5759,9:2:0:7,5415.0,9,2,0,7
5760,9:2:0:4,5389.873,9,2,0,4
5761,9:2:0:5,5406.03,9,2,0,5
5762,9:2:0:2,5337.759,9,2,0,2
5763,9:2:0:3,5366.811,9,2,0,3
5764,9:2:0:0,5264.056,9,2,0,0
5765,9:2:0:1,5303.323,9,2,0,1
5766,8:12:0:7,8.716367,8,12,0,7
5767,8:12:0:6,8.913176,8,12,0,6
5768,8:12:0:5,9.329538,8,12,0,5
5769,8:12:0:4,9.390929,8,12,0,4
5770,8:12:0:3,9.567687,8,12,0,3
5771,8:12:0:2,9.898274,8,12,0,2
5772,8:12:0:1,9.71739,8,12,0,1
5773,9:2:0:9,5447.0,9,2,0,9
5774,28:1:0:19,32322.34,28,1,0,19
5775,28:1:0:18,32138.2,28,1,0,18
5776,17:1:0:19,61277.3,17,1,0,19
5777,17:1:0:18,60584.1,17,1,0,18
5778,17:1:0:17,59879.48,17,1,0,17
5779,17:1:0:16,59163.07,17,1,0,16
5780,17:1:0:15,58453.64,17,1,0,15
5781,17:1:0:14,57707.75,17,1,0,14
5782,17:1:0:13,56925.36,17,1,0,13
5783,17:1:0:12,56140.93,17,1,0,12
5784,17:1:0:11,55397.54,17,1,0,11
5785,17:1:0:10,54701.17,17,1,0,10
5786,28:1:0:13,31092.76,28,1,0,13
5787,28:1:0:12,30857.23,28,1,0,12
5788,27:1:0:3,31117.36,27,1,0,3
5789,1:0:0:4,7992.323,1,0,0,4
5790,1:0:0:5,8011.566,1,0,0,5
5791,5:5:0:11,19.625,5,5,0,11
5792,5:5:0:10,16.054,5,5,0,10
5793,5:5:0:13,39.451,5,5,0,13
5794,5:5:0:12,31.791,5,5,0,12
5795,5:5:0:15,31.179,5,5,0,15
5796,5:5:0:14,28.738,5,5,0,14
5797,5:5:0:16,28.479,5,5,0,16
5798,4:15:0:15,1.487482,4,15,0,15
5799,1:0:0:0,7948.278,1,0,0,0
5800,1:0:0:1,7959.016,1,0,0,1
5801,1:0:0:2,7968.041,1,0,0,2
5802,1:0:0:3,7976.788,1,0,0,3
5803,26:4:0:0,7062.354,26,4,0,0
5804,8:2:0:12,40271.0,8,2,0,12
5805,18:0:0:18,16804.43,18,0,0,18
5806,22:1:0:9,5433.335,22,1,0,9
5807,22:1:0:8,5416.486,22,1,0,8
5808,10:2:0:2,4909.0,10,2,0,2
5809,18:0:0:11,16346.1,18,0,0,11
5810,18:0:0:10,16319.87,18,0,0,10
5811,18:0:0:13,16445.59,18,0,0,13
5812,18:0:0:12,16381.7,18,0,0,12
5813,18:0:0:15,16615.39,18,0,0,15
5814,18:0:0:14,16530.39,18,0,0,14
5815,18:0:0:17,16754.96,18,0,0,17
5816,18:0:0:16,16693.07,18,0,0,16
5817,24:6:0:8,440.531,24,6,0,8
5818,7:8:0:1,198.563,7,8,0,1
5819,24:6:0:2,369.0,24,6,0,2
5820,7:8:0:6,239.872,7,8,0,6
5821,24:6:0:0,363.0,24,6,0,0
5822,24:6:0:1,363.0,24,6,0,1
5823,24:6:0:6,406.0,24,6,0,6
5824,24:6:0:7,417.688,24,6,0,7
5825,24:6:0:4,380.0,24,6,0,4
5826,7:8:0:7,226.486,7,8,0,7
5827,7:8:0:4,207.13,7,8,0,4
5828,35:2:0:6,84095.83,35,2,0,6
5829,7:8:0:5,243.918,7,8,0,5
5830,2:16:0:1,0.1955842,2,16,0,1
5831,2:16:0:0,0.2096563,2,16,0,0
5832,11:15:0:19,3.41188,11,15,0,19
5833,11:15:0:18,4.935694,11,15,0,18
5834,2:16:0:5,0.2428123,2,16,0,5
5835,26:7:0:16,62.091,26,7,0,16
5836,2:16:0:7,0.4492752,2,16,0,7
5837,2:16:0:6,0.3445434,2,16,0,6
5838,11:15:0:13,3.604131,11,15,0,13
5839,11:15:0:12,16.47959,11,15,0,12
5840,11:15:0:11,17.29862,11,15,0,11
5841,11:15:0:10,13.00828,11,15,0,10
5842,11:15:0:17,-0.9946495,11,15,0,17
5843,11:15:0:16,-4.401068,11,15,0,16
5844,11:15:0:15,-6.709827,11,15,0,15
5845,11:15:0:14,-15.18058,11,15,0,14
5846,11:12:0:4,14.78114,11,12,0,4
5847,11:12:0:5,15.39802,11,12,0,5
5848,11:12:0:6,14.356,11,12,0,6
5849,11:12:0:7,14.1067,11,12,0,7
5850,11:12:0:0,17.16418,11,12,0,0
5851,11:12:0:1,16.03333,11,12,0,1
5852,11:12:0:2,15.28632,11,12,0,2
5853,11:12:0:3,15.25341,11,12,0,3
5854,31:1:0:13,715.405,31,1,0,13
5855,31:1:0:12,717.525,31,1,0,12
5856,31:1:0:11,720.715,31,1,0,11
5857,31:1:0:10,724.955,31,1,0,10
5858,11:12:0:8,14.32368,11,12,0,8
5859,11:12:0:9,14.54771,11,12,0,9
5860,31:1:0:15,711.225,31,1,0,15
5861,31:1:0:14,713.455,31,1,0,14
5862,25:13:0:1,10.63288,25,13,0,1
5863,0:15:0:12,11.71838,0,15,0,12
5864,0:15:0:13,14.87339,0,15,0,13
5865,0:15:0:10,6.789237,0,15,0,10
5866,0:15:0:11,8.89106,0,15,0,11
5867,0:15:0:16,9.218652,0,15,0,16
5868,0:15:0:17,10.43111,0,15,0,17
5869,0:15:0:14,11.39772,0,15,0,14
5870,0:15:0:15,7.811436,0,15,0,15
5871,15:9:0:11,47.633,15,9,0,11
5872,15:9:0:10,-94.505,15,9,0,10
5873,0:15:0:18,10.03634,0,15,0,18
5874,15:9:0:12,77.678,15,9,0,12
5875,15:9:0:15,82.269,15,9,0,15
5876,15:9:0:14,20.378,15,9,0,14
5877,15:9:0:17,6.606,15,9,0,17
5878,15:9:0:16,90.905,15,9,0,16
5879,26:4:0:1,7081.346,26,4,0,1
5880,24:1:0:15,23553.9,24,1,0,15
5881,24:1:0:14,23433.05,24,1,0,14
5882,24:1:0:17,23710.68,24,1,0,17
5883,24:1:0:16,23662.98,24,1,0,16
5884,24:1:0:11,22459.81,24,1,0,11
5885,24:1:0:10,22120.65,24,1,0,10
5886,24:1:0:13,23226.3,24,1,0,13
5887,24:1:0:12,22873.93,24,1,0,12
5888,24:1:0:19,23620.33,24,1,0,19
5889,24:1:0:18,23659.49,24,1,0,18
5890,12:16:0:2,1.053473,12,16,0,2
5891,24:8:0:0,17.0,24,8,0,0
5892,12:16:0:4,1.03967,12,16,0,4
5893,8:15:0:8,1.732609,8,15,0,8
5894,8:15:0:9,1.005859,8,15,0,9
5895,24:8:0:1,12.0,24,8,0,1
5896,12:16:0:8,1.600633,12,16,0,8
5897,8:15:0:0,4.872763,8,15,0,0
5898,8:15:0:1,3.442593,8,15,0,1
5899,8:15:0:2,1.145859,8,15,0,2
5900,8:15:0:3,0.5728424,8,15,0,3
5901,8:15:0:4,2.460399,8,15,0,4
5902,8:15:0:5,2.031334,8,15,0,5
5903,8:15:0:6,3.302975,8,15,0,6
5904,8:15:0:7,2.654916,8,15,0,7
5905,16:11:0:2,12.8266,16,11,0,2
5906,16:11:0:3,13.00035,16,11,0,3
5907,16:11:0:0,15.13302,16,11,0,0
5908,16:11:0:1,13.23547,16,11,0,1
5909,16:11:0:6,6.324825,16,11,0,6
5910,16:11:0:7,9.413347,16,11,0,7
5911,16:11:0:4,15.03064,16,11,0,4
5912,16:11:0:5,12.77081,16,11,0,5
5913,16:11:0:8,14.61309,16,11,0,8
5914,16:11:0:9,13.75095,16,11,0,9
5915,10:11:0:0,-1.549037,10,11,0,0
5916,10:11:0:1,-1.939676,10,11,0,1
5917,10:11:0:2,-2.040717,10,11,0,2
5918,10:11:0:3,-2.629913,10,11,0,3
5919,10:11:0:4,-3.028083,10,11,0,4
5920,10:11:0:5,-2.154539,10,11,0,5
5921,10:11:0:6,-2.453988,10,11,0,6
5922,10:11:0:7,-3.248511,10,11,0,7
5923,10:11:0:8,-2.468039,10,11,0,8
5924,10:11:0:9,-1.879792,10,11,0,9
5925,26:14:0:18,2.225098,26,14,0,18
5926,2:5:0:6,46.311,2,5,0,6
5927,2:5:0:7,46.119,2,5,0,7
5928,2:5:0:4,25.333,2,5,0,4
5929,2:5:0:5,24.329,2,5,0,5
5930,2:5:0:2,22.038,2,5,0,2
5931,2:5:0:3,21.488,2,5,0,3
5932,2:5:0:0,12.473,2,5,0,0
5933,2:5:0:1,27.179,2,5,0,1
5934,19:16:0:12,0.9367682,19,16,0,12
5935,19:16:0:13,0.8523131,19,16,0,13
5936,19:16:0:10,1.135168,19,16,0,10
5937,19:16:0:11,1.226445,19,16,0,11
5938,19:16:0:16,0.7653941,19,16,0,16
5939,19:16:0:17,0.5497262,19,16,0,17
5940,2:5:0:8,40.577,2,5,0,8
5941,2:5:0:9,49.431,2,5,0,9
5942,3:12:0:10,10.60959,3,12,0,10
5943,3:12:0:11,10.90429,3,12,0,11
5944,3:12:0:12,11.19102,3,12,0,12
5945,3:12:0:13,11.37235,3,12,0,13
5946,3:12:0:14,11.33338,3,12,0,14
5947,3:12:0:15,11.09248,3,12,0,15
5948,3:12:0:16,11.06114,3,12,0,16
5949,8:7:0:18,893.828,8,7,0,18
5950,26:10:0:18,-4.0,26,10,0,18
5951,8:7:0:10,830.0,8,7,0,10
5952,8:7:0:11,822.0,8,7,0,11
5953,8:7:0:12,827.0,8,7,0,12
5954,8:7:0:13,844.0,8,7,0,13
5955,8:7:0:14,855.0,8,7,0,14
5956,8:7:0:15,859.0,8,7,0,15
5957,8:7:0:16,852.328,8,7,0,16
5958,8:7:0:17,869.489,8,7,0,17
5959,23:3:0:4,5393.382,23,3,0,4
5960,23:3:0:5,5398.657,23,3,0,5
5961,23:3:0:6,5402.547,23,3,0,6
5962,23:3:0:7,5378.951,23,3,0,7
5963,23:3:0:0,5356.207,23,3,0,0
5964,23:3:0:1,5367.79,23,3,0,1
5965,23:3:0:2,5378.932,23,3,0,2
5966,23:3:0:3,5387.65,23,3,0,3
5967,23:3:0:8,5379.161,23,3,0,8
5968,23:3:0:9,5380.053,23,3,0,9
5969,26:10:0:15,-4.47,26,10,0,15
5970,2:13:0:18,9.776964,2,13,0,18
5971,2:13:0:16,9.440118,2,13,0,16
5972,2:13:0:17,9.801724,2,13,0,17
5973,2:13:0:14,9.679903,2,13,0,14
5974,2:13:0:15,9.637048,2,13,0,15
5975,2:13:0:12,9.47301,2,13,0,12
5976,2:13:0:13,9.765384,2,13,0,13
5977,2:13:0:10,9.856071,2,13,0,10
5978,2:13:0:11,9.630963,2,13,0,11
5979,16:4:0:3,429.2,16,4,0,3
5980,16:4:0:2,423.7,16,4,0,2
5981,16:4:0:1,418.3,16,4,0,1
5982,16:4:0:0,412.8,16,4,0,0
5983,16:4:0:7,448.3,16,4,0,7
5984,16:4:0:6,444.1,16,4,0,6
5985,16:4:0:5,441.3,16,4,0,5
5986,16:4:0:4,435.7,16,4,0,4
5987,16:4:0:9,461.3,16,4,0,9
5988,16:4:0:8,455.0,16,4,0,8
5989,25:0:0:11,9080.504,25,0,0,11
5990,25:0:0:10,9029.572,25,0,0,10
5991,25:0:0:13,9219.637,25,0,0,13
5992,25:0:0:12,9148.092,25,0,0,12
5993,25:0:0:15,9378.126,25,0,0,15
5994,25:0:0:14,9298.514,25,0,0,14
5995,25:0:0:17,9519.374,25,0,0,17
5996,25:0:0:16,9449.212,25,0,0,16
5997,25:0:0:18,9609.0,25,0,0,18
5998,7:3:0:9,60505.42,7,3,0,9
5999,5:0:0:13,5493.621,5,0,0,13
6000,0:7:0:8,132.0,0,7,0,8
6001,0:7:0:9,132.0,0,7,0,9
6002,0:7:0:6,129.0,0,7,0,6
6003,0:7:0:7,133.0,0,7,0,7
6004,0:7:0:4,128.0,0,7,0,4
6005,0:7:0:5,129.0,0,7,0,5
6006,0:7:0:2,129.0,0,7,0,2
6007,0:7:0:3,127.0,0,7,0,3
6008,0:7:0:0,125.0,0,7,0,0
6009,0:7:0:1,128.0,0,7,0,1
6010,3:10:0:0,-24.0,3,10,0,0
6011,3:10:0:1,-15.0,3,10,0,1
6012,3:10:0:2,-10.0,3,10,0,2
6013,3:10:0:3,-10.0,3,10,0,3
6014,3:10:0:4,-10.0,3,10,0,4
6015,3:10:0:5,-10.0,3,10,0,5
6016,3:10:0:6,-17.0,3,10,0,6
6017,3:10:0:7,-21.0,3,10,0,7
6018,3:10:0:8,-21.0,3,10,0,8
6019,3:10:0:9,-21.0,3,10,0,9
6020,13:14:0:12,-0.1175256,13,14,0,12
6021,13:14:0:13,-0.1439312,13,14,0,13
6022,13:14:0:10,-0.2291206,13,14,0,10
6023,13:14:0:11,0.03642682,13,14,0,11
6024,13:14:0:16,-0.7884378,13,14,0,16
6025,13:14:0:17,-1.321756,13,14,0,17
6026,13:14:0:14,-0.3859186,13,14,0,14
6027,7:3:0:0,57752.54,7,3,0,0
6028,13:14:0:18,-1.435005,13,14,0,18
6029,7:3:0:3,58298.96,7,3,0,3
6030,14:11:0:7,1.632102,14,11,0,7
6031,14:11:0:0,1.930968,14,11,0,0
6032,14:11:0:1,1.850456,14,11,0,1
6033,14:11:0:2,2.484074,14,11,0,2
6034,14:11:0:3,2.477919,14,11,0,3
6035,15:7:0:17,267.221,15,7,0,17
6036,17:7:0:8,540.709,17,7,0,8
6037,19:6:0:18,59.2,19,6,0,18
6038,19:6:0:19,57.9,19,6,0,19
6039,27:1:0:4,31626.57,27,1,0,4
6040,19:6:0:10,58.0,19,6,0,10
6041,19:6:0:11,60.0,19,6,0,11
6042,19:6:0:12,64.0,19,6,0,12
6043,19:6:0:13,64.5,19,6,0,13
6044,19:6:0:14,64.2,19,6,0,14
6045,19:6:0:15,64.5,19,6,0,15
6046,19:6:0:16,62.3,19,6,0,16
6047,19:6:0:17,62.4,19,6,0,17
6048,17:7:0:6,523.671,17,7,0,6
6049,30:6:0:9,232.578,30,6,0,9
6050,30:6:0:8,236.194,30,6,0,8
6051,30:6:0:5,257.936,30,6,0,5
6052,30:6:0:4,259.781,30,6,0,4
6053,30:6:0:7,241.006,30,6,0,7
6054,30:6:0:6,258.333,30,6,0,6
6055,30:6:0:1,274.413,30,6,0,1
6056,30:6:0:0,287.604,30,6,0,0
6057,30:6:0:3,266.445,30,6,0,3
6058,30:6:0:2,269.403,30,6,0,2
6059,26:4:0:5,7204.055,26,4,0,5
6060,4:0:0:11,10266.65,4,0,0,11
6061,4:0:0:10,10234.09,4,0,0,10
6062,4:0:0:13,10429.69,4,0,0,13
6063,4:0:0:12,10322.69,4,0,0,12
6064,4:0:0:15,10517.25,4,0,0,15
6065,4:0:0:14,10491.49,4,0,0,14
6066,4:0:0:17,10509.29,4,0,0,17
6067,4:0:0:16,10496.67,4,0,0,16
6068,4:0:0:19,10524.78,4,0,0,19
6069,4:0:0:18,10510.72,4,0,0,18
6070,32:0:0:12,7180.1,32,0,0,12
6071,25:1:0:12,4604.37,25,1,0,12
6072,24:1:0:9,21766.12,24,1,0,9
6073,24:1:0:8,21458.23,24,1,0,8
6074,27:1:0:5,32105.33,27,1,0,5
6075,25:1:0:10,4553.141,25,1,0,10
6076,21:2:0:13,18408.0,21,2,0,13
6077,21:2:0:12,18417.0,21,2,0,12
6078,21:2:0:11,18436.0,21,2,0,11
6079,21:2:0:10,18461.0,21,2,0,10
6080,21:2:0:17,18651.0,21,2,0,17
6081,21:2:0:16,18650.0,21,2,0,16
6082,21:2:0:15,18648.0,21,2,0,15
6083,21:2:0:14,18423.0,21,2,0,14
6084,21:2:0:19,18623.0,21,2,0,19
6085,21:2:0:18,18634.0,21,2,0,18
6086,6:1:0:10,2679.0,6,1,0,10
6087,6:1:0:11,2688.0,6,1,0,11
6088,6:1:0:12,2698.0,6,1,0,12
6089,6:1:0:13,2709.0,6,1,0,13
6090,6:1:0:14,2721.0,6,1,0,14
6091,6:1:0:15,2732.0,6,1,0,15
6092,6:1:0:16,2743.0,6,1,0,16
6093,6:1:0:17,2754.0,6,1,0,17
6094,6:1:0:18,2765.0,6,1,0,18
6095,6:1:0:19,2780.0,6,1,0,19
6096,6:8:0:9,10.0,6,8,0,9
6097,6:8:0:8,8.0,6,8,0,8
6098,34:6:0:9,723.099,34,6,0,9
6099,34:6:0:8,710.702,34,6,0,8
6100,22:8:0:4,8.0,22,8,0,4
6101,32:0:0:15,7623.6,32,0,0,15
6102,25:1:0:17,4773.004,25,1,0,17
6103,22:6:0:13,105.0,22,6,0,13
6104,6:0:0:13,5313.0,6,0,0,13
6105,6:0:0:12,5289.0,6,0,0,12
6106,6:0:0:11,5267.0,6,0,0,11
6107,6:0:0:10,5246.0,6,0,0,10
6108,6:0:0:17,5414.0,6,0,0,17
6109,6:0:0:16,5388.0,6,0,0,16
6110,6:0:0:15,5363.0,6,0,0,15
6111,6:0:0:14,5339.0,6,0,0,14
6112,34:6:0:4,746.194,34,6,0,4
6113,34:6:0:7,700.455,34,6,0,7
6114,12:3:0:18,4591.0,12,3,0,18
6115,6:0:0:18,5439.0,6,0,0,18
6116,0:2:0:19,11693.0,0,2,0,19
6117,0:2:0:18,11512.0,0,2,0,18
6118,0:2:0:17,11313.0,0,2,0,17
6119,0:2:0:16,11118.0,0,2,0,16
6120,0:2:0:15,10968.0,0,2,0,15
6121,0:2:0:14,10801.0,0,2,0,14
6122,0:2:0:13,10572.0,0,2,0,13
6123,0:2:0:12,10354.0,0,2,0,12
6124,0:2:0:11,10159.0,0,2,0,11
6125,0:2:0:10,10020.0,0,2,0,10
6126,9:9:0:9,41.0,9,9,0,9
6127,9:9:0:8,36.0,9,9,0,8
6128,9:9:0:5,29.0,9,9,0,5
6129,9:9:0:4,45.0,9,9,0,4
6130,9:9:0:7,38.0,9,9,0,7
6131,9:9:0:6,38.0,9,9,0,6
6132,9:9:0:1,71.0,9,9,0,1
6133,9:9:0:0,78.0,9,9,0,0
6134,9:9:0:3,55.0,9,9,0,3
6135,9:9:0:2,61.0,9,9,0,2
6136,21:6:0:3,396.0,21,6,0,3
6137,21:6:0:2,413.0,21,6,0,2
6138,21:6:0:1,428.0,21,6,0,1
6139,21:6:0:0,433.0,21,6,0,0
6140,21:6:0:7,354.0,21,6,0,7
6141,21:6:0:6,368.0,21,6,0,6
6142,21:6:0:5,378.0,21,6,0,5
6143,21:6:0:4,382.0,21,6,0,4
6144,21:6:0:9,356.0,21,6,0,9
6145,21:6:0:8,351.0,21,6,0,8
6146,5:16:0:18,0.4177627,5,16,0,18
6147,5:16:0:16,0.4125867,5,16,0,16
6148,5:16:0:17,0.376981,5,16,0,17
6149,5:16:0:14,0.5365041,5,16,0,14
6150,5:16:0:15,0.4451943,5,16,0,15
6151,5:16:0:12,0.4444509,5,16,0,12
6152,5:16:0:13,0.5892863,5,16,0,13
6153,5:16:0:10,0.2758708,5,16,0,10
6154,5:16:0:11,0.3291766,5,16,0,11
6155,7:16:0:10,0.736249,7,16,0,10
6156,7:16:0:11,0.6799229,7,16,0,11
6157,7:16:0:12,0.596724,7,16,0,12
6158,7:16:0:13,0.5410066,7,16,0,13
6159,7:16:0:14,0.5059126,7,16,0,14
6160,7:16:0:15,0.482816,7,16,0,15
6161,7:16:0:16,0.4853444,7,16,0,16
6162,7:16:0:17,0.4600292,7,16,0,17
6163,7:16:0:18,0.4284693,7,16,0,18
6164,7:16:0:19,0.4328628,7,16,0,19
6165,37:0:0:2,990460.1,37,0,0,2
6166,37:0:0:3,1007747.0,37,0,0,3
6167,37:0:0:4,1025015.0,37,0,0,4
6168,37:0:0:5,1042262.0,37,0,0,5
6169,37:0:0:6,1059501.0,37,0,0,6
6170,37:0:0:7,1076706.0,37,0,0,7
6171,10:6:0:7,97.0,10,6,0,7
6172,10:6:0:6,97.0,10,6,0,6
6173,10:6:0:5,98.0,10,6,0,5
6174,10:6:0:4,95.0,10,6,0,4
6175,10:6:0:3,97.0,10,6,0,3
6176,10:6:0:2,100.0,10,6,0,2
6177,10:6:0:1,105.0,10,6,0,1
6178,10:6:0:0,112.0,10,6,0,0
6179,10:6:0:9,95.0,10,6,0,9
6180,10:6:0:8,95.0,10,6,0,8
6181,29:1:0:8,147679.0,29,1,0,8
6182,29:1:0:9,148977.3,29,1,0,9
6183,29:1:0:4,142237.3,29,1,0,4
6184,29:1:0:5,143719.0,29,1,0,5
6185,29:1:0:6,145077.5,29,1,0,6
6186,29:1:0:7,146394.6,29,1,0,7
6187,29:1:0:0,136063.0,29,1,0,0
6188,29:1:0:1,137586.8,29,1,0,1
6189,29:1:0:2,139173.4,29,1,0,2
6190,29:1:0:3,140724.2,29,1,0,3
6191,16:7:0:12,3.9,16,7,0,12
6192,16:7:0:13,3.6,16,7,0,13
6193,16:7:0:10,3.6,16,7,0,10
6194,16:7:0:11,3.8,16,7,0,11
6195,16:7:0:16,3.8,16,7,0,16
6196,16:7:0:17,3.9,16,7,0,17
6197,16:7:0:14,3.7,16,7,0,14
6198,16:7:0:15,3.8,16,7,0,15
6199,16:7:0:18,3.8,16,7,0,18
6200,4:1:0:18,5349.102,4,1,0,18
6201,4:1:0:19,5355.637,4,1,0,19
6202,4:1:0:16,5343.663,4,1,0,16
6203,4:1:0:17,5348.373,4,1,0,17
6204,4:1:0:14,5340.983,4,1,0,14
6205,4:1:0:15,5356.465,4,1,0,15
6206,4:1:0:12,5274.588,4,1,0,12
6207,4:1:0:13,5316.36,4,1,0,13
6208,4:1:0:10,5242.653,4,1,0,10
6209,4:1:0:11,5253.606,4,1,0,11
6210,23:11:0:14,2.338431,23,11,0,14
6211,23:11:0:15,1.905674,23,11,0,15
6212,23:11:0:16,2.191226,23,11,0,16
6213,23:11:0:17,1.204606,23,11,0,17
6214,23:11:0:10,0.8089845,23,11,0,10
6215,23:11:0:11,0.8274273,23,11,0,11
6216,23:11:0:12,1.375452,23,11,0,12
6217,23:11:0:13,2.101175,23,11,0,13
6218,23:11:0:18,0.9445094,23,11,0,18
6219,23:11:0:19,0.9965584,23,11,0,19
6220,24:2:0:18,22933.75,24,2,0,18
6221,24:2:0:19,22843.72,24,2,0,19
6222,24:2:0:14,22934.5,24,2,0,14
6223,24:2:0:15,23008.58,24,2,0,15
6224,24:2:0:16,23073.27,24,2,0,16
6225,24:2:0:17,23055.72,24,2,0,17
6226,24:2:0:10,21541.96,24,2,0,10
6227,24:2:0:11,21900.71,24,2,0,11
6228,24:2:0:12,22362.07,24,2,0,12
6229,24:2:0:13,22756.86,24,2,0,13
6230,35:2:0:18,97894.2,35,2,0,18
6231,23:14:0:17,0.5728996,23,14,0,17
6232,23:14:0:16,1.643973,23,14,0,16
6233,23:14:0:15,1.282665,23,14,0,15
6234,23:14:0:14,1.532502,23,14,0,14
6235,23:14:0:13,0.8064367,23,14,0,13
6236,23:14:0:12,0.07855488,23,14,0,12
6237,23:14:0:11,0.1120301,23,14,0,11
6238,23:14:0:10,0.1772786,23,14,0,10
6239,23:14:0:19,0.6804279,23,14,0,19
6240,23:14:0:18,0.5050437,23,14,0,18
6241,31:3:0:9,1366.25,31,3,0,9
6242,31:3:0:8,1375.19,31,3,0,8
6243,31:3:0:5,1401.25,31,3,0,5
6244,31:3:0:4,1379.237,31,3,0,4
6245,31:3:0:7,1383.51,31,3,0,7
6246,31:3:0:6,1392.72,31,3,0,6
6247,31:3:0:1,1425.192,31,3,0,1
6248,31:3:0:0,1448.075,31,3,0,0
6249,31:3:0:3,1393.074,31,3,0,3
6250,31:3:0:2,1405.996,31,3,0,2
6251,11:1:0:15,158.168,11,1,0,15
6252,11:1:0:14,157.698,11,1,0,14
6253,11:1:0:17,159.815,11,1,0,17
6254,11:1:0:16,158.829,11,1,0,16
6255,11:1:0:11,150.047,11,1,0,11
6256,11:1:0:10,147.415,11,1,0,10
6257,11:1:0:13,156.179,11,1,0,13
6258,11:1:0:12,152.53,11,1,0,12
6259,11:1:0:19,163.1335,11,1,0,19
6260,11:1:0:18,161.386,11,1,0,18
6261,31:11:0:12,-1.579049,31,11,0,12
6262,16:11:0:14,17.07513,16,11,0,14
6263,16:11:0:15,19.3313,16,11,0,15
6264,16:11:0:16,24.70089,16,11,0,16
6265,16:11:0:17,22.78934,16,11,0,17
6266,1:6:0:18,79.33,1,6,0,18
6267,16:11:0:11,15.02169,16,11,0,11
6268,16:11:0:12,15.83333,16,11,0,12
6269,16:11:0:13,19.85061,16,11,0,13
6270,1:6:0:14,76.344,1,6,0,14
6271,1:6:0:15,78.742,1,6,0,15
6272,1:6:0:16,78.109,1,6,0,16
6273,1:6:0:17,78.952,1,6,0,17
6274,16:11:0:18,23.19801,16,11,0,18
6275,1:6:0:11,77.914,1,6,0,11
6276,1:6:0:12,76.25,1,6,0,12
6277,1:6:0:13,77.752,1,6,0,13
6278,36:2:0:10,66499.0,36,2,0,10
6279,36:2:0:14,65988.0,36,2,0,14
6280,7:9:0:3,45.0,7,9,0,3
6281,7:9:0:2,40.0,7,9,0,2
6282,7:9:0:1,35.0,7,9,0,1
6283,7:9:0:0,40.0,7,9,0,0
6284,7:9:0:7,95.0,7,9,0,7
6285,7:9:0:6,85.0,7,9,0,6
6286,7:9:0:5,70.0,7,9,0,5
6287,7:9:0:4,60.0,7,9,0,4
6288,18:7:0:14,134.235,18,7,0,14
6289,18:7:0:15,136.058,18,7,0,15
6290,7:9:0:9,105.0,7,9,0,9
6291,7:9:0:8,100.0,7,9,0,8
6292,18:7:0:10,136.402,18,7,0,10
6293,18:7:0:11,135.372,18,7,0,11
6294,18:7:0:12,133.022,18,7,0,12
6295,18:7:0:13,135.136,18,7,0,13
6296,1:1:0:18,4335.562,1,1,0,18
6297,1:1:0:11,4245.432,1,1,0,11
6298,1:1:0:10,4226.326,1,1,0,10
6299,1:1:0:13,4271.326,1,1,0,13
6300,1:1:0:12,4258.641,1,1,0,12
6301,1:1:0:15,4289.296,1,1,0,15
6302,1:1:0:14,4280.288,1,1,0,14
6303,1:1:0:17,4316.88,1,1,0,17
6304,1:1:0:16,4301.346,1,1,0,16
6305,27:0:0:3,62464.0,27,0,0,3
6306,27:0:0:2,61582.0,27,0,0,2
6307,27:0:0:1,60671.0,27,0,0,1
6308,27:0:0:0,59756.0,27,0,0,0
6309,27:0:0:7,66002.51,27,0,0,7
6310,27:0:0:6,65166.33,27,0,0,6
6311,27:0:0:5,64268.75,27,0,0,5
6312,27:0:0:4,63364.0,27,0,0,4
6313,27:0:0:9,67598.73,27,0,0,9
6314,27:0:0:8,66794.55,27,0,0,8
6315,2:6:0:11,121.382,2,6,0,11
6316,2:6:0:10,118.002,2,6,0,10
6317,2:6:0:13,128.049,2,6,0,13
6318,2:6:0:12,120.663,2,6,0,12
6319,2:6:0:15,129.0,2,6,0,15
6320,2:6:0:14,127.297,2,6,0,14
6321,2:6:0:17,128.051,2,6,0,17
6322,2:6:0:16,128.705,2,6,0,16
6323,2:6:0:18,125.606,2,6,0,18
6324,7:6:0:8,761.464,7,6,0,8
6325,7:6:0:9,767.816,7,6,0,9
6326,18:7:0:8,141.936,18,7,0,8
6327,18:7:0:9,136.553,18,7,0,9
6328,7:6:0:4,744.791,7,6,0,4
6329,7:6:0:5,774.782,7,6,0,5
6330,18:7:0:4,140.487,18,7,0,4
6331,18:7:0:5,140.527,18,7,0,5
6332,18:7:0:2,135.783,18,7,0,2
6333,18:7:0:3,137.482,18,7,0,3
6334,7:6:0:2,726.768,7,6,0,2
6335,18:7:0:1,137.561,18,7,0,1
6336,30:14:0:13,9.412607,30,14,0,13
6337,30:14:0:12,8.968953,30,14,0,12
6338,30:14:0:11,9.023938,30,14,0,11
6339,30:14:0:10,9.021836,30,14,0,10
6340,30:14:0:17,8.321085,30,14,0,17
6341,30:14:0:16,8.868303,30,14,0,16
6342,30:14:0:15,8.990097,30,14,0,15
6343,30:14:0:14,9.524961,30,14,0,14
6344,30:14:0:19,8.223974,30,14,0,19
