"","","","","","","January","January","February","February","March","March","April","April","May","May","June","June","July","July","August","August","September","September","October","October","November","November","December","December","Total","Total","","","","","",""
"Denmark(*)","1","0405101000","BUTTER, QT","2016-2016","MT","121,798","16.3","43,536","5.8","56,669","7.6","55,424","7.3","3,560","1.0","176,967","23.8","181,691","24.6","71,050","9.7","92,683","12.4","14,485","2.0","80,058","10.8","135,260","19.3","1,033,181","140.6","69","79","US","DA","0405101000",""
"Denmark(*)","1","0405101000","BUTTER, QT","2017-2017","MT","72,694","9.8","0","0.0","0","0.0","0","0.0","99,825","14.4","42,521","5.9","0","0.0","86,525","11.8","0","0.0","73,495","9.8","131,355","15.7","62,063","6.9","568,478","74.2","-53","-56","US","DA","0405101000",""
"Denmark(*)","1","0405101000","BUTTER, QT","2018-2018","MT","100,394","14.4","17,860","2.0","26,622","2.9","0","0.0","0","0.0","22,978","2.5","0","0.0","71,064","7.7","0","0.0","208,487","25.8","0","0.0","139,958","17.4","587,363","72.7","","","US","DA","0405101000",""
"Denmark(*)","2","0405102000","BUTTER, OQT","2015-2015","MT","28,255","3.8","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","70,150","9.4","56,512","7.6","173,975","23.4","328,892","44.3","208","207","US","DA","0405102000",""
"Denmark(*)","2","0405102000","BUTTER, OQT","2016-2016","MT","19,297","2.6","0","0.0","0","0.0","2,061","0.3","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","230,084","33.2","0","0.0","251,442","36.0","","","US","DA","0405102000",""
"Denmark(*)","2","0405102000","BUTTER, OQT","2017-2017","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","117,833","17.0","0","0.0","0","0.0","124,169","17.8","0","0.0","0","0.0","242,002","34.8","","","US","DA","0405102000",""
"Denmark(*)","2","0405102000","BUTTER, OQT","2018-2018","MT","18,127","2.6","236,256","34.0","0","0.0","0","0.0","0","0.0","0","0.0","72,361","10.5","22,534","3.4","0","0.0","4,045","0.4","64,985","8.5","88,619","11.9","506,927","71.2","36","40","US","DA","0405102000",""
"United Kingdom","1","0405102000","BUTTER, OQT","2015-2015","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","15,627","8.5","0","0.0","14,252","1.1","11,205","1.6","41,084","11.2","-21","43","US","UK","0405102000",""
"United Kingdom","1","0405102000","BUTTER, OQT","2016-2016","MT","0","0.0","146,124","18.0","454,388","91.5","1,246,544","231.8","292,248","36.0","480,836","65.8","574,305","90.9","1,308,992","255.7","340,421","49.1","154,561","84.0","0","0.0","0","0.0","4,998,419","922.7","","","US","UK","0405102000",""
"United Kingdom","1","0405102000","BUTTER, OQT","2017-2017","MT","118,800","18.0","0","0.0","0","0.0","0","0.0","118,800","18.0","146,124","18.0","0","0.0","0","0.0","0","0.0","28,537","5.7","155,109","31.0","159,603","32.2","726,973","122.9","3","4","US","UK","0405102000",""
"United Kingdom","1","0405102000","BUTTER, OQT","2018-2018","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","166,917","33.4","2,395","0.3","167,000","33.4","96,614","19.3","171,528","34.3","159,000","31.8","763,454","152.5","-7","-7","US","UK","0405102000",""
"United Kingdom","2","0405101000","BUTTER, QT","2015-2015","MT","27,856","2.6","30,736","4.3","24,393","2.4","63,246","5.8","29,325","2.9","288,545","43.0","63,119","5.8","421,310","70.1","51,973","7.4","480,753","58.1","67,867","7.5","71,670","6.9","1,620,793","216.8","6","-9","US","UK","0405101000",""
"United Kingdom","2","0405101000","BUTTER, QT","2016-2016","MT","39,567","3.5","382,717","44.8","595,283","73.0","114,273","11.4","60,100","6.1","56,091","5.6","50,808","5.1","9,368","0.7","59,834","5.6","348,606","41.2","102,230","11.2","56,843","5.0","1,875,720","213.3","-44","-56","US","UK","0405101000",""
"United Kingdom","2","0405101000","BUTTER, QT","2017-2017","MT","61,786","6.8","24,155","2.7","17,066","2.5","25,901","2.4","60,857","5.9","28,437","3.6","50,618","5.7","46,808","4.5","55,641","4.8","57,836","5.1","93,354","8.2","44,931","4.2","567,390","56.4","-52","-48","US","UK","0405101000",""
"United Kingdom","2","0405101000","BUTTER, QT","2018-2018","MT","34,836","3.9","28,905","2.5","130,105","15.6","143,445","18.8","49,295","5.3","34,473","3.4","30,504","2.6","93,402","9.1","38,438","3.5","80,857","8.0","43,582","3.8","32,088","2.8","739,930","79.3","-26","-26","US","UK","0405101000",""
"Germany(*)","1","0405102000","BUTTER, OQT","2015-2015","MT","82,467","20.4","79,217","19.2","0","0.0","228,570","55.2","142,997","37.2","394,036","96.6","214,507","54.0","452,241","109.5","425,856","114.5","391,590","96.0","274,946","64.5","265,357","66.0","2,951,784","733.1","-3","2","US","GM","0405102000",""
"Germany(*)","1","0405102000","BUTTER, OQT","2016-2016","MT","577,979","142.9","360,142","89.5","568,258","136.0","171,408","48.0","239,541","65.1","157,361","42.0","83,064","24.0","857,550","237.9","774,453","216.4","870,005","246.0","974,202","268.6","926,144","261.6","6,560,107","1,778.0","-5","-3","US","GM","0405102000",""
"Germany(*)","1","0405102000","BUTTER, OQT","2017-2017","MT","545,119","156.2","829,225","234.0","643,104","184.8","835,200","240.0","699,360","176.0","486,083","119.6","868,552","226.3","564,155","147.8","804,436","150.1","413,555","75.8","533,861","97.0","334,351","60.4","7,557,001","1,868.0","-37","-38","US","GM","0405102000",""
"Germany(*)","1","0405102000","BUTTER, OQT","2018-2018","MT","1,008,331","165.3","1,012,415","185.8","913,834","147.3","632,912","112.6","131,371","23.6","11,795","1.4","481,966","80.6","508,073","119.0","406,319","101.1","403,473","75.0","37,790","4.4","134,246","21.0","5,682,525","1,037.0","255","374","US","GM","0405102000",""
"Germany(*)","2","0405101000","BUTTER, QT","2015-2015","MT","22,915","5.7","54,659","15.5","0","0.0","48,056","14.6","154,148","51.5","192,524","50.6","161,489","39.9","18,475","4.0","0","0.0","51,700","13.0","40,380","11.4","34,119","10.0","778,465","216.0","-16","-12","US","GM","0405101000",""
"Germany(*)","2","0405101000","BUTTER, QT","2016-2016","MT","5,655","1.0","58,844","15.5","5,741","1.0","35,727","11.0","36,565","12.6","40,285","10.4","35,174","11.7","19,182","5.4","40,045","9.7","64,177","15.7","5,641","1.0","68,275","13.9","415,311","108.8","1,110","1,348","US","GM","0405101000",""
"Germany(*)","2","0405101000","BUTTER, QT","2017-2017","MT","59,483","11.4","0","0.0","50,118","10.1","69,121","15.6","151,329","37.0","116,427","25.3","197,381","48.5","892,412","186.0","711,674","132.6","939,732","178.1","886,363","169.7","618,508","120.5","4,692,548","934.7","-30","-29","US","GM","0405101000",""
"Germany(*)","2","0405101000","BUTTER, QT","2018-2018","MT","1,191,291","226.1","331,667","60.8","0","0.0","71,131","12.9","82,571","12.7","94,764","14.6","10,833","1.0","0","0.0","90,669","14.0","81,526","13.0","5,287","0.5","52,853","8.7","2,012,592","364.3","900","1,633","US","GM","0405101000",""
"Germany(*)","3","0405100500","BUTTER, NQT","2015-2015","MT","0","0.0","0","0.0","0","0.0","0","0.0","77,299","19.1","390,487","95.9","273,043","67.1","97,872","24.0","566,659","139.1","469,625","115.7","488,112","119.9","488,112","119.9","2,851,209","700.9","","0","US","GM","0405100500",""
"Germany(*)","3","0405100500","BUTTER, NQT","2016-2016","MT","486,864","119.9","201,129","49.4","585,984","143.9","96,624","23.9","488,112","120.0","292,368","72.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","2,151,081","529.1","","","US","GM","0405100500",""
"Italy(*)","1","0405101000","BUTTER, QT","2015-2015","MT","8,400","1.5","39,854","7.7","35,027","7.0","40,862","8.7","13,291","2.7","62,688","13.6","5,715","1.1","32,632","4.7","49,240","7.9","0","0.0","21,930","4.3","59,146","12.6","368,785","71.8","170","190","US","IT","0405101000",""
"Italy(*)","1","0405101000","BUTTER, QT","2016-2016","MT","0","0.0","21,039","4.2","34,200","7.5","0","0.0","36,181","7.5","3,058","0.6","33,820","7.3","0","0.0","5,880","1.5","19,209","4.2","70,664","15.4","23,844","4.4","247,895","52.5","-66","-71","US","IT","0405101000",""
"Italy(*)","1","0405101000","BUTTER, QT","2017-2017","MT","30,089","5.6","0","0.0","0","0.0","16,193","3.3","2,015","0.1","2,520","0.8","5,040","1.5","28,631","5.0","10,417","2.8","34,390","5.0","27,369","3.8","85,813","11.8","242,477","39.7","214","205","US","IT","0405101000",""
"Italy(*)","1","0405101000","BUTTER, QT","2018-2018","MT","22,410","3.0","27,669","4.0","19,320","3.0","24,153","3.3","9,660","1.5","8,880","1.5","23,586","3.7","22,600","3.4","4,440","0.8","59,376","9.5","40,890","6.3","47,832","7.2","310,816","47.2","17","15","US","IT","0405101000",""
"Italy(*)","2","0405208000","DAI SPD OTH NQ","2018-2018","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","34,241","7.2","34,241","7.2","","","US","IT","0405208000",""
"Italy(*)","3","0405102000","BUTTER, OQT","2015-2015","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","3,275","0.5","0","0.0","0","0.0","2,154","0.1","13,680","3.0","19,109","3.6","535","5,355","US","IT","0405102000",""
"Italy(*)","3","0405102000","BUTTER, OQT","2016-2016","MT","16,876","4.2","3,420","0.8","5,040","1.4","0","0.0","0","0.0","8,200","2.8","0","0.0","0","0.0","0","0.0","0","0.0","9,149","2.1","0","0.0","42,685","11.3","","","US","IT","0405102000",""
"Italy(*)","3","0405102000","BUTTER, OQT","2017-2017","MT","0","0.0","0","0.0","3,336","0.7","0","0.0","12,115","2.8","0","0.0","10,041","1.9","0","0.0","0","0.0","17,867","2.4","0","0.0","23,656","3.1","67,015","10.9","","","US","IT","0405102000",""
"Italy(*)","3","0405102000","BUTTER, OQT","2018-2018","MT","40,612","7.3","0","0.0","4,088","0.2","0","0.0","0","0.0","7,772","1.4","0","0.0","4,313","0.7","152,876","19.3","0","0.0","4,210","0.7","4,477","0.6","218,348","30.2","6","-11","US","IT","0405102000",""
"Italy(*)","4","0405901040","OMLK-FAT, QT","2017-2017","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","7,281","0.4","7,281","0.4","","","US","IT","0405901040",""
"Italy(*)","5","0405902020","AMF, OQT","2017-2017","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","17,728","0.9","0","0.0","0","0.0","17,728","0.9","","","US","IT","0405902020",""
"Italy(*)","6","0405902040","OMLK-FAT,OQT","2015-2015","MT","9,725","4.3","0","0.0","0","0.0","0","0.0","0","0.0","21,141","8.5","0","0.0","2,044","0.1","0","0.0","0","0.0","2,236","0.1","0","0.0","35,146","12.9","","","US","IT","0405902040",""
"Italy(*)","6","0405902040","OMLK-FAT,OQT","2016-2016","MT","3,221","-","0","0.0","12,886","7.4","0","0.0","0","0.0","0","0.0","5,375","0.2","5,808","0.2","0","0.0","0","0.0","0","0.0","0","0.0","27,290","7.7","","","US","IT","0405902040",""
"Colombia","1","0405102000","BUTTER, OQT","2015-2015","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","122,100","37.0","183,150","55.5","0","0.0","0","0.0","0","0.0","0","0.0","305,250","92.5","","","US","CO","0405102000",""
"Colombia","1","0405102000","BUTTER, OQT","2017-2017","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","119,504","24.6","229,370","48.5","348,874","73.2","92","97","US","CO","0405102000",""
"Colombia","1","0405102000","BUTTER, OQT","2018-2018","MT","91,165","21.0","177,494","41.2","96,600","21.0","0","0.0","96,968","21.1","0","0.0","442,530","94.0","86,850","18.0","173,700","36.0","259,442","54.0","88,326","18.0","82,530","18.0","1,595,605","342.3","-7","0","US","CO","0405102000",""
"Lithuania","1","0405102000","BUTTER, OQT","2015-2015","MT","0","0.0","2,580","0.6","0","0.0","6,276","1.6","0","0.0","0","0.0","7,503","1.8","0","0.0","5,398","1.3","3,547","0.9","0","0.0","2,542","0.6","27,846","6.9","","","US","LH","0405102000",""
"Lithuania","1","0405102000","BUTTER, OQT","2016-2016","MT","4,763","1.2","5,721","1.4","3,185","0.8","5,912","1.4","2,751","0.7","0","0.0","0","0.0","2,212","0.6","0","0.0","4,301","1.0","13,579","3.4","0","0.0","42,424","10.7","","","US","LH","0405102000",""
"Lithuania","1","0405102000","BUTTER, OQT","2017-2017","MT","2,035","0.5","3,192","0.7","0","0.0","3,214","0.7","9,678","2.2","0","0.0","0","0.0","8,028","1.1","12,996","2.7","6,283","1.1","14,950","2.1","13,891","2.0","74,267","13.0","-7","-9","US","LH","0405102000",""
"Lithuania","1","0405102000","BUTTER, OQT","2018-2018","MT","0","0.0","10,326","1.3","18,490","2.5","15,018","2.0","28,576","3.8","9,956","1.3","12,354","1.8","10,323","1.4","6,394","0.9","4,301","0.6","4,428","0.7","53,380","8.0","173,546","24.3","1,106","1,010","US","LH","0405102000",""
"Lithuania","2","0405101000","BUTTER, QT","2015-2015","MT","19,968","3.8","25,629","5.8","0","0.0","0","0.0","3,688","1.0","7,721","1.9","11,243","2.9","0","0.0","18,839","4.8","0","0.0","19,852","4.8","10,808","2.9","117,748","27.8","-46","-40","US","LH","0405101000",""
"Lithuania","2","0405101000","BUTTER, QT","2016-2016","MT","0","0.0","18,373","4.8","0","0.0","11,434","2.9","3,832","1.0","8,351","2.1","4,164","1.1","16,420","4.2","0","0.0","33,418","8.4","0","0.0","7,602","1.6","103,594","26.1","","","US","LH","0405101000",""
"Lithuania","2","0405101000","BUTTER, QT","2017-2017","MT","0","0.0","5,049","1.1","15,116","3.2","10,133","2.1","10,378","2.1","0","0.0","18,441","3.2","7,745","1.1","15,572","2.1","7,942","1.1","23,184","3.2","23,822","3.2","137,382","22.2","3","0","US","LH","0405101000",""
"Lithuania","2","0405101000","BUTTER, QT","2018-2018","MT","15,753","2.1","24,425","3.2","11,332","1.6","7,484","1.1","11,186","1.6","0","0.0","0","0.0","7,685","1.1","0","0.0","0","0.0","29,270","4.2","6,790","1.1","113,925","15.8","-77","-75","US","LH","0405101000",""
"Honduras","1","0405204000","BUT SUB<45% NQT","2015-2015","MT","0","0.0","0","0.0","0","0.0","0","0.0","55,200","19.6","110,400","39.9","0","0.0","0","0.0","0","0.0","106,680","36.2","51,948","17.7","50,600","18.0","374,828","131.3","-3","2","US","HO","0405204000",""
"Honduras","1","0405204000","BUT SUB<45% NQT","2016-2016","MT","50,600","20.0","0","0.0","50,600","17.5","0","0.0","50,600","18.0","0","0.0","101,200","35.9","50,600","18.0","50,600","18.0","0","0.0","50,600","18.0","50,600","19.0","455,400","164.2","","6","US","HO","0405204000",""
"Honduras","1","0405204000","BUT SUB<45% NQT","2017-2017","MT","0","0.0","50,600","18.0","0","0.0","51,285","19.2","51,285","18.0","0","0.0","0","0.0","48,144","17.9","0","0.0","48,144","17.9","0","0.0","48,144","17.8","297,602","108.7","","","US","HO","0405204000",""
"Honduras","1","0405204000","BUT SUB<45% NQT","2018-2018","MT","0","0.0","0","0.0","0","0.0","48,144","17.9","0","0.0","0","0.0","0","0.0","48,144","17.9","45,736","17.9","0","0.0","0","0.0","48,144","17.9","190,168","71.7","","","US","HO","0405204000",""
"Honduras","2","0405102000","BUTTER, OQT","2016-2016","MT","0","0.0","0","0.0","0","0.0","293,658","108.6","147,087","54.3","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","440,745","162.9","","","US","HO","0405102000",""
"Honduras","2","0405102000","BUTTER, OQT","2017-2017","MT","184,718","68.4","0","0.0","0","0.0","138,537","51.3","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","323,255","119.7","","","US","HO","0405102000",""
"Bangladesh","1","0405902020","AMF, OQT","2016-2016","MT","0","0.0","0","0.0","0","0.0","3,134","0.2","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","3,134","0.2","","","US","BG","0405902020",""
"Bangladesh","1","0405902020","AMF, OQT","2018-2018","MT","0","0.0","0","0.0","0","0.0","21,955","4.8","0","0.0","0","0.0","3,948","0.3","10,001","1.4","0","0.0","0","0.0","0","0.0","10,001","1.7","45,905","8.2","","","US","BG","0405902020",""
"Bangladesh","2","0405102000","BUTTER, OQT","2015-2015","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","13,919","1.1","2,195","0.3","0","0.0","6,175","1.1","0","0.0","5,136","0.4","0","0.0","27,425","2.9","","","US","BG","0405102000",""
"Bangladesh","2","0405102000","BUTTER, OQT","2017-2017","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","4,409","0.3","6,494","0.4","10,903","0.8","47","33","US","BG","0405102000",""
"Bangladesh","2","0405102000","BUTTER, OQT","2018-2018","MT","0","0.0","0","0.0","7,543","0.5","9,628","0.8","5,859","0.9","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","11,500","2.3","8,803","1.2","43,333","5.7","-23","-48","US","BG","0405102000",""
"Bangladesh","3","0405902040","OMLK-FAT,OQT","2015-2015","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","3,423","0.5","2,957","0.5","0","0.0","6,380","1.1","","","US","BG","0405902040",""
"Bangladesh","3","0405902040","OMLK-FAT,OQT","2016-2016","MT","2,971","0.4","5,682","0.5","0","0.0","2,397","0.9","14,812","3.1","23,467","1.9","0","0.0","4,284","1.0","15,272","2.1","0","0.0","3,034","0.8","0","0.0","71,919","10.7","","","US","BG","0405902040",""
"Bangladesh","3","0405902040","OMLK-FAT,OQT","2017-2017","MT","0","0.0","0","0.0","4,846","0.6","0","0.0","4,320","0.3","0","0.0","0","0.0","0","0.0","0","0.0","21,510","1.9","4,512","0.8","9,266","0.7","44,454","4.4","105","-8","US","BG","0405902040",""
"Bangladesh","3","0405902040","OMLK-FAT,OQT","2018-2018","MT","0","0.0","3,787","0.5","2,598","0.2","5,514","0.8","0","0.0","0","0.0","14,299","1.1","20,436","1.5","20,667","1.5","6,597","0.5","2,028","0.3","3,060","0.2","78,986","6.7","51","-50","US","BG","0405902040",""
"Bangladesh","4","0405203000","BUT LITE>45% OQT","2015-2015","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","2,700","0.3","0","0.0","0","0.0","2,700","0.3","","","US","BG","0405203000",""
"Bangladesh","5","0405204000","BUT SUB<45% NQT","2015-2015","MT","0","0.0","0","0.0","19,235","1.6","8,229","0.7","0","0.0","0","0.0","0","0.0","20,358","1.7","20,544","1.7","0","0.0","0","0.0","0","0.0","68,366","5.6","","","US","BG","0405204000",""
"Bangladesh","5","0405204000","BUT SUB<45% NQT","2016-2016","MT","21,629","1.8","6,672","0.5","0","0.0","2,256","0.2","40,441","3.2","7,446","0.6","22,740","1.8","5,626","0.5","9,996","0.9","0","0.0","0","0.0","0","0.0","116,806","9.5","","","US","BG","0405204000",""
"Bangladesh","5","0405204000","BUT SUB<45% NQT","2017-2017","MT","15,498","1.2","10,162","0.8","0","0.0","0","0.0","0","0.0","13,932","1.1","0","0.0","0","0.0","27,780","2.2","0","0.0","2,524","0.2","62,520","4.9","132,416","10.4","2,377","2,306","US","BG","0405204000",""
"Bangladesh","5","0405204000","BUT SUB<45% NQT","2018-2018","MT","2,882","0.2","0","0.0","34,728","2.7","0","0.0","34,728","2.7","0","0.0","0","0.0","0","0.0","41,724","3.2","0","0.0","42,293","3.2","0","0.0","156,355","12.1","","","US","BG","0405204000",""
"Bangladesh","6","0405900540","OMLKFAT NQT","2016-2016","MT","0","0.0","2,330","0.2","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","2,330","0.2","","","US","BG","0405900540",""
"Poland","1","0405101000","BUTTER, QT","2015-2015","MT","0","0.0","0","0.0","190,627","47.0","13,213","3.0","24,587","5.8","87,760","22.1","12,514","3.0","0","0.0","70,220","19.2","80,065","21.3","103,451","27.1","0","0.0","582,437","148.5","","","US","PL","0405101000",""
"Poland","1","0405101000","BUTTER, QT","2016-2016","MT","0","0.0","32,719","8.3","25,316","6.6","0","0.0","25,640","6.5","65,644","20.0","16,844","4.2","7,615","2.1","19,858","4.4","81,238","20.0","116,243","24.5","0","0.0","391,117","96.6","","","US","PL","0405101000",""
"Poland","1","0405101000","BUTTER, QT","2017-2017","MT","103,641","20.0","0","0.0","115,431","23.2","0","0.0","0","0.0","114,595","20.0","126,910","19.7","150,363","20.1","4,896","0.6","165,457","20.0","0","0.0","0","0.0","781,293","123.6","","","US","PL","0405101000",""
"Poland","1","0405101000","BUTTER, QT","2018-2018","MT","17,446","2.9","53,059","7.8","0","0.0","151,464","23.5","0","0.0","0","0.0","23,805","3.3","139,531","20.0","0","0.0","169,834","24.8","44,650","6.8","7,440","1.2","607,229","90.3","-83","-82","US","PL","0405101000",""
"Poland","2","0405102000","BUTTER, OQT","2015-2015","MT","2,750","0.6","0","0.0","2,550","0.5","4,458","0.9","2,250","0.5","0","0.0","0","0.0","0","0.0","0","0.0","2,250","0.5","0","0.0","2,250","0.5","16,508","3.5","","","US","PL","0405102000",""
"Poland","2","0405102000","BUTTER, OQT","2016-2016","MT","0","0.0","0","0.0","4,013","1.0","66,965","20.0","2,947","0.6","0","0.0","0","0.0","0","0.0","3,062","0.7","0","0.0","0","0.0","0","0.0","76,987","22.4","","","US","PL","0405102000",""
"Poland","2","0405102000","BUTTER, OQT","2017-2017","MT","0","0.0","0","0.0","0","0.0","0","0.0","5,669","1.2","0","0.0","0","0.0","2,160","0.4","2,160","0.4","7,286","0.9","3,960","0.9","9,390","1.2","30,625","4.9","137","36","US","PL","0405102000",""
"Poland","2","0405102000","BUTTER, OQT","2018-2018","MT","4,950","0.7","24,633","3.5","0","0.0","8,440","1.2","0","0.0","2,342","0.3","8,614","1.0","2,070","0.3","2,438","0.3","5,538","0.8","0","0.0","6,134","0.9","65,159","9.0","","","US","PL","0405102000",""
"Poland","3","0405203000","BUT LITE>45% OQT","2018-2018","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","6,830","1.4","0","0.0","3,226","0.4","0","0.0","6,367","1.1","3,990","0.6","20,413","3.5","-37","-44","US","PL","0405203000",""
"Poland","4","0405208000","DAI SPD OTH NQ","2015-2015","MT","7,813","6.1","9,279","9.5","5,101","4.7","8,769","6.1","7,071","6.2","3,080","1.6","6,038","5.5","9,908","8.0","4,617","3.9","11,219","7.8","16,504","12.8","10,076","6.0","99,475","78.2","-39","-53","US","PL","0405208000",""
"Poland","4","0405208000","DAI SPD OTH NQ","2016-2016","MT","0","0.0","3,713","3.8","5,885","4.6","2,824","2.6","9,991","10.0","4,032","4.6","0","0.0","2,504","2.0","7,062","3.9","0","0.0","26,414","21.7","0","0.0","62,425","53.1","","","US","PL","0405208000",""
"Poland","4","0405208000","DAI SPD OTH NQ","2017-2017","MT","9,248","7.7","12,682","9.2","11,183","9.8","8,664","7.4","9,660","8.1","8,585","7.6","6,274","8.4","10,865","11.7","6,584","2.1","15,433","18.3","0","0.0","22,939","26.8","122,117","117.1","","","US","PL","0405208000",""
"Poland","4","0405208000","DAI SPD OTH NQ","2018-2018","MT","14,972","12.3","10,979","6.4","11,174","8.0","18,445","17.1","12,668","11.0","5,713","5.4","10,594","8.5","3,051","2.2","4,374","4.0","11,536","8.8","2,213","4.8","2,356","4.6","108,075","93.1","6","-5","US","PL","0405208000",""
"Turkey","1","0405102000","BUTTER, OQT","2015-2015","MT","0","0.0","0","0.0","3,978","0.7","8,809","1.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","2,658","0.4","4,230","0.3","19,675","2.4","59","-29","US","TU","0405102000",""
"Turkey","1","0405102000","BUTTER, OQT","2016-2016","MT","0","0.0","55,578","10.4","0","0.0","0","0.0","0","0.0","0","0.0","2,400","0.3","0","0.0","0","0.0","0","0.0","0","0.0","14,428","2.0","72,406","12.7","","","US","TU","0405102000",""
"Turkey","1","0405102000","BUTTER, OQT","2017-2017","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","5,700","0.8","0","0.0","0","0.0","14,835","2.0","4,260","0.6","6,683","0.8","31,478","4.1","57","28","US","TU","0405102000",""
"Turkey","1","0405102000","BUTTER, OQT","2018-2018","MT","22,794","2.9","5,660","0.8","2,637","0.3","17,004","2.0","11,379","1.5","4,289","0.4","6,779","0.9","15,268","2.4","0","0.0","6,887","1.0","11,825","1.7","19,440","2.5","123,962","16.5","64","46","US","TU","0405102000",""
"Turkey","2","0405100500","BUTTER, NQT","2015-2015","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","4,236","0.6","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","4,236","0.6","","","US","TU","0405100500",""
"Turkey","3","0405101000","BUTTER, QT","2015-2015","MT","11,400","1.2","0","0.0","7,099","0.8","15,621","1.9","4,860","0.8","28,274","3.6","5,975","0.7","12,000","1.5","0","0.0","3,468","0.4","0","0.0","12,593","1.7","101,290","12.6","","","US","TU","0405101000",""
"Turkey","3","0405101000","BUTTER, QT","2016-2016","MT","10,415","1.5","13,922","1.8","0","0.0","7,440","1.0","2,574","0.3","4,260","0.5","15,448","2.0","0","0.0","0","0.0","3,360","0.5","5,390","0.6","0","0.0","62,809","8.1","","","US","TU","0405101000",""
"Turkey","3","0405101000","BUTTER, QT","2017-2017","MT","18,111","3.5","15,990","2.0","4,201","0.5","10,633","1.8","0","0.0","2,991","0.4","13,763","1.8","0","0.0","2,931","0.3","3,360","0.5","2,991","0.4","0","0.0","74,971","11.2","","","US","TU","0405101000",""
"Turkey","3","0405101000","BUTTER, QT","2018-2018","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","10,680","1.2","0","0.0","0","0.0","0","0.0","0","0.0","10,680","1.2","","","US","TU","0405101000",""
"Turkey","4","0405203000","BUT LITE>45% OQT","2016-2016","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","3,456","0.5","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","3,456","0.5","","","US","TU","0405203000",""
"Turkey","5","0405204000","BUT SUB<45% NQT","2015-2015","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","9,902","1.2","0","0.0","0","0.0","0","0.0","9,902","1.2","","","US","TU","0405204000",""
"Turkey","6","0405900540","OMLKFAT NQT","2015-2015","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","15,166","22.8","0","0.0","15,166","22.8","","","US","TU","0405900540",""
"Turkey","6","0405900540","OMLKFAT NQT","2016-2016","MT","0","0.0","0","0.0","0","0.0","0","0.0","8,448","12.7","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","8,448","12.7","","","US","TU","0405900540",""
"Turkey","6","0405900540","OMLKFAT NQT","2018-2018","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","6,602","1.3","0","0.0","0","0.0","6,602","1.3","","","US","TU","0405900540",""
