"","","","","","","January","January","February","February","March","March","April","April","May","May","June","June","July","July","August","August","September","September","October","October","November","November","December","December","Total","Total","","","","","",""
"Canada","2","0406108400","CH,F,OT,>.5%F,QT","2018-2018","MT","343,160","106.6","424,642","132.1","406,660","123.4","428,799","132.0","507,550","156.3","486,768","150.7","489,052","151.4","478,129","153.9","455,899","131.3","444,318","133.8","446,927","132.1","379,918","107.8","5,291,822","1,611.3","-15","-18","US","CA","0406108400",""
"Canada","3","0406900890","CH,CHDDR,QT","2015-2015","MT","1,484,087","203.2","0","0.0","0","0.0","28,443","2.1","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","614,907","93.7","996,453","147.8","839,672","129.8","3,963,562","576.7","-16","-12","US","CA","0406900890",""
"Canada","3","0406900890","CH,CHDDR,QT","2016-2016","MT","0","0.0","795,091","129.7","0","0.0","0","0.0","263,236","40.1","24,871","2.1","0","0.0","0","0.0","0","0.0","0","0.0","631,004","104.9","228,550","36.3","1,942,752","313.3","-64","-65","US","CA","0406900890",""
"Canada","3","0406900890","CH,CHDDR,QT","2017-2017","MT","416,801","69.3","1,031,555","175.5","1,207,420","205.4","0","0.0","56,078","9.5","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","667,550","105.7","1,666,343","263.8","5,045,747","829.2","150","150","US","CA","0406900890",""
"Canada","3","0406900890","CH,CHDDR,QT","2018-2018","MT","975,083","154.4","887,652","140.5","7,797","1.2","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","332,130","53.8","2,202,662","350.0","","","US","CA","0406900890",""
"Canada","4","0406909500","C/SB,IMX,>.5F,QT","2015-2015","MT","79,880","18.6","104,929","41.3","127,499","68.8","105,555","37.0","96,294","27.6","315,721","93.3","58,968","14.3","85,769","27.4","51,750","12.1","143,484","43.8","101,677","28.9","86,900","26.7","1,358,426","439.8","-15","-7","US","CA","0406909500",""
"Canada","4","0406909500","C/SB,IMX,>.5F,QT","2016-2016","MT","21,637","6.4","39,549","9.2","34,192","9.2","57,363","14.1","59,691","17.6","118,471","34.7","21,464","6.8","134,238","44.5","42,895","18.4","23,867","7.5","155,446","45.5","43,685","27.7","752,498","241.7","-72","-39","US","CA","0406909500",""
"Canada","4","0406909500","C/SB,IMX,>.5F,QT","2017-2017","MT","33,100","10.5","58,819","19.6","37,584","11.5","24,971","7.9","54,874","18.3","16,517","5.2","35,660","12.0","41,226","14.1","62,372","20.9","71,541","27.8","111,902","37.3","19,609","6.2","568,175","191.4","-82","-83","US","CA","0406909500",""
"Canada","4","0406909500","C/SB,IMX,>.5F,QT","2018-2018","MT","15,696","5.0","29,970","9.5","28,840","8.8","37,027","12.6","35,583","11.5","41,347","13.9","78,546","26.4","15,297","4.9","55,805","18.9","91,153","28.7","98,183","33.2","165,333","55.7","692,780","229.2","68","67","US","CA","0406909500",""
"Canada","5","0406108800","OTH CHS","2015-2015","MT","25,001","3.0","40,205","4.8","41,530","5.0","48,477","5.7","23,289","2.6","35,671","4.0","39,888","4.5","42,513","4.7","70,042","7.8","139,000","16.0","35,165","3.8","178,211","29.5","718,992","91.5","407","669","US","CA","0406108800",""
"Canada","5","0406108800","OTH CHS","2016-2016","MT","31,102","3.4","44,182","4.9","17,796","2.0","87,746","13.8","56,670","5.5","28,320","2.6","45,694","3.7","35,185","3.9","114,249","15.2","89,941","12.5","39,874","4.2","44,447","10.7","635,206","82.4","11","156","US","CA","0406108800",""
"Canada","5","0406108800","OTH CHS","2017-2017","MT","95,239","14.5","61,824","5.5","70,656","16.6","94,656","15.9","52,640","7.8","62,911","13.4","15,705","1.6","61,043","11.3","109,879","23.2","85,443","17.0","50,868","7.2","28,615","7.2","789,479","141.1","-44","0","US","CA","0406108800",""
"Canada","5","0406108800","OTH CHS","2018-2018","MT","74,187","16.0","73,688","9.9","118,656","27.6","35,153","3.3","59,350","11.4","38,155","9.3","28,667","6.6","58,076","12.8","100,387","20.5","87,828","17.9","53,558","4.9","52,463","7.6","780,168","147.8","-2","55","US","CA","0406108800",""
"Canada","6","0406407000","CH,B-V,XOL,OQ","2015-2015","MT","5,922","0.6","17,228","1.8","18,387","1.9","18,134","1.9","14,055","1.5","22,436","2.4","17,139","1.8","22,048","2.3","8,616","0.9","16,199","1.9","8,456","1.0","0","0.0","168,620","18.1","","","US","CA","0406407000",""
"Canada","6","0406407000","CH,B-V,XOL,OQ","2016-2016","MT","3,525","0.4","5,025","0.5","6,195","0.7","0","0.0","7,507","0.8","3,007","0.4","0","0.0","3,173","0.4","2,250","0.2","5,320","0.6","10,239","1.2","0","0.0","46,241","5.2","","","US","CA","0406407000",""
"Canada","6","0406407000","CH,B-V,XOL,OQ","2017-2017","MT","2,081","0.2","0","0.0","2,056","0.2","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","6,850","0.9","5,437","0.6","0","0.0","16,424","2.0","","","US","CA","0406407000",""
"Canada","6","0406407000","CH,B-V,XOL,OQ","2018-2018","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","6,885","0.8","47,511","5.1","27,807","3.0","82,203","8.9","-41","-41","US","CA","0406407000",""
"Canada","7","0406302800","CH,PR,CHDDR,OQ","2016-2016","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","4,867","1.1","0","0.0","0","0.0","0","0.0","0","0.0","4,867","1.1","","","US","CA","0406302800",""
"Canada","7","0406302800","CH,PR,CHDDR,OQ","2017-2017","MT","0","0.0","0","0.0","2,761","0.2","22,531","2.5","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","25,292","2.7","","","US","CA","0406302800",""
"Canada","7","0406302800","CH,PR,CHDDR,OQ","2018-2018","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","8,204","0.8","8,204","0.8","","","US","CA","0406302800",""
"Canada","8","0406900810","CH,CHDDR,CAN,QT","2015-2015","MT","353,701","35.3","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","5,500","0.3","0","0.0","0","0.0","0","0.0","0","0.0","861,032","90.7","1,220,233","126.3","","","US","CA","0406900810",""
"Canada","8","0406900810","CH,CHDDR,CAN,QT","2016-2016","MT","1,134,506","185.1","5,326","0.3","0","0.0","12,263","0.9","3,529","0.3","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","1,155,624","186.7","","","US","CA","0406900810",""
"Canada","8","0406900810","CH,CHDDR,CAN,QT","2017-2017","MT","1,710,711","365.8","201,341","34.2","0","0.0","0","0.0","14,301","1.5","0","0.0","0","0.0","0","0.0","6,122","0.4","9,369","0.5","4,138","0.2","883,110","245.9","2,829,092","648.6","21,241","102,376","US","CA","0406900810",""
"Canada","8","0406900810","CH,CHDDR,CAN,QT","2018-2018","MT","662,822","104.4","3,337","0.2","3,544","0.2","7,901","0.4","7,354","0.4","12,529","0.6","0","0.0","3,151","0.2","14,277","0.6","10,510","0.5","12,032","0.7","2,266","0.3","739,723","108.3","-81","-57","US","CA","0406900810",""
"Canada","9","0406102800","CH,F,CHDDR,OQ","2016-2016","MT","0","0.0","10,030","6.8","23,295","16.3","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","33,325","23.1","","","US","CA","0406102800",""
"Canada","9","0406102800","CH,F,CHDDR,OQ","2017-2017","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","2,806","0.1","0","0.0","2,806","0.1","","","US","CA","0406102800",""
"Canada","10","0406103800","CH,F,AM-TYP,OQ","2016-2016","MT","0","0.0","12,202","7.4","49,308","31.1","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","61,510","38.5","","","US","CA","0406103800",""
"Canada","10","0406103800","CH,F,AM-TYP,OQ","2018-2018","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","7,411","0.9","0","0.0","0","0.0","0","0.0","0","0.0","7,411","0.9","","","US","CA","0406103800",""
"Canada","11","0406109500","CH,F,OT,>.5%F,OQ","2015-2015","MT","4,790","0.3","49,638","8.0","26,796","3.6","32,838","3.7","2,136","0.1","20,481","2.5","65,935","7.3","99,443","14.6","51,435","8.7","11,720","3.3","54,516","9.5","0","0.0","419,728","61.5","","","US","CA","0406109500",""
"Canada","11","0406109500","CH,F,OT,>.5%F,OQ","2016-2016","MT","59,197","10.2","8,426","1.6","69,393","9.5","54,262","7.6","54,365","7.5","51,293","7.3","57,218","7.6","58,107","7.5","8,946","0.5","54,607","7.5","79,792","22.3","21,411","0.8","577,017","89.8","-73","-96","US","CA","0406109500",""
"Canada","11","0406109500","CH,F,OT,>.5%F,OQ","2017-2017","MT","223,087","41.9","514,870","107.0","66,851","11.3","45,713","7.2","58,267","7.8","54,493","7.6","69,387","17.5","11,348","0.4","14,759","0.4","73,334","13.0","25,884","0.9","0","0.0","1,157,993","215.1","","","US","CA","0406109500",""
"Canada","11","0406109500","CH,F,OT,>.5%F,OQ","2018-2018","MT","14,777","0.5","76,618","19.4","83,473","19.6","98,010","10.8","13,692","0.5","6,145","0.8","90,531","8.4","15,398","0.9","14,021","0.5","25,424","1.0","26,205","1.0","0","0.0","464,294","63.5","","","US","CA","0406109500",""
"Canada","12","0406203300","CH,CHDDR,G/P,OQ","2016-2016","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","10,460","8.0","0","0.0","0","0.0","0","0.0","10,460","8.0","","","US","CA","0406203300",""
"Canada","12","0406203300","CH,CHDDR,G/P,OQ","2017-2017","MT","0","0.0","0","0.0","0","0.0","0","0.0","8,472","0.5","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","8,472","0.5","","","US","CA","0406203300",""
"Canada","13","0406205400","CH,IT-TYP,G/P,OT","2017-2017","MT","0","0.0","0","0.0","2,228","0.2","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","2,228","0.2","","","US","CA","0406205400",""
"Canada","14","0406206700","MX,G/P,FRCD,OQ","2017-2017","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","16,015","1.6","0","0.0","16,015","1.6","","","US","CA","0406206700",""
"Canada","14","0406206700","MX,G/P,FRCD,OQ","2018-2018","MT","0","0.0","0","0.0","13,602","0.7","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","13,602","0.7","","","US","CA","0406206700",""
"Canada","15","0406206900","MX,G/P,AM-TYP,QT","2015-2015","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","52,445","19.0","253,168","101.3","3,884","1.5","0","0.0","26,828","11.1","336,325","132.9","","","US","CA","0406206900",""
"Canada","15","0406206900","MX,G/P,AM-TYP,QT","2016-2016","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","5,619","12.7","0","0.0","6,481","11.8","0","0.0","0","0.0","12,100","24.5","","","US","CA","0406206900",""
"Canada","16","0406209100","MX,G/P,>.5%F,OQ","2017-2017","MT","0","0.0","0","0.0","0","0.0","0","0.0","6,321","0.3","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","7,254","0.4","0","0.0","13,575","0.7","","","US","CA","0406209100",""
"Canada","17","0406306700","CH,PR-MX,CHD,OQ","2015-2015","MT","0","0.0","106,073","11.0","0","0.0","106,073","11.0","106,073","11.0","84,118","11.0","106,073","11.0","106,073","11.0","0","0.0","106,073","11.0","106,073","11.0","106,073","11.0","932,702","99.0","","0","US","CA","0406306700",""
"Canada","17","0406306700","CH,PR-MX,CHD,OQ","2016-2016","MT","0","0.0","106,073","11.0","0","0.0","212,146","22.0","0","0.0","81,301","11.0","106,073","29.6","37,194","5.2","167,096","46.6","0","0.0","0","0.0","0","0.0","709,883","125.4","","","US","CA","0406306700",""
"Canada","17","0406306700","CH,PR-MX,CHD,OQ","2017-2017","MT","10,061","2.4","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","4,823","1.1","0","0.0","0","0.0","0","0.0","0","0.0","8,910","3.9","23,794","7.5","","","US","CA","0406306700",""
"Canada","18","0406307100","CH,PR-MX,AM,OQ","2018-2018","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","2,460","0.8","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","2,460","0.8","","","US","CA","0406307100",""
"Canada","19","0406307900","CH,PR-MX,IT,OQ","2018-2018","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","4,863","0.5","0","0.0","0","0.0","4,863","0.5","","","US","CA","0406307900",""
"Canada","20","0406308300","CH,PR-MX,S-W,OQ","2016-2016","MT","0","0.0","0","0.0","2,196","0.2","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","2,196","0.2","","","US","CA","0406308300",""
"Canada","21","0406308900","CH,PR-MX,>.5F,QT","2018-2018","MT","2,529","0.4","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","2,529","0.4","","","US","CA","0406308900",""
"Canada","22","0406309100","CH,PR-MX,>.5F,OQ","2016-2016","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","6,203","0.9","0","0.0","0","0.0","0","0.0","0","0.0","6,203","0.9","","","US","CA","0406309100",""
"Canada","22","0406309100","CH,PR-MX,>.5F,OQ","2017-2017","MT","0","0.0","0","0.0","4,859","2.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","4,859","2.0","","","US","CA","0406309100",""
"Canada","22","0406309100","CH,PR-MX,>.5F,OQ","2018-2018","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","3,085","0.9","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","3,085","0.9","","","US","CA","0406309100",""
"Canada","23","0406309500","CH,PR-MX,NES","2018-2018","MT","0","0.0","12,804","1.8","2,053","0.3","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","14,857","2.1","","","US","CA","0406309500",""
"Canada","24","0406901200","CH,CHDDR,OQ","2015-2015","MT","345,827","31.0","51,260","5.0","0","0.0","0","0.0","3,449","0.5","4,813","0.7","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","405,349","37.1","","","US","CA","0406901200",""
"Canada","24","0406901200","CH,CHDDR,OQ","2016-2016","MT","9,102","0.6","0","0.0","4,981","0.7","23,066","1.5","6,206","0.5","4,080","0.2","2,203","0.1","2,451","0.1","8,504","0.5","27,433","2.3","18,345","1.4","2,491","0.2","108,862","8.1","-86","-89","US","CA","0406901200",""
"Canada","24","0406901200","CH,CHDDR,OQ","2017-2017","MT","0","0.0","7,867","0.4","0","0.0","0","0.0","0","0.0","2,435","0.5","0","0.0","3,898","0.3","0","0.0","0","0.0","0","0.0","0","0.0","14,200","1.2","","","US","CA","0406901200",""
"Canada","25","0406902000","CH,GJT,GTMK/W,ET","2016-2016","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","3,614","0.2","0","0.0","0","0.0","0","0.0","3,614","0.2","","","US","CA","0406902000",""
"Canada","26","0406904600","CH,SW-EM,QT","2015-2015","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","8,561","3.1","0","0.0","0","0.0","8,561","3.1","","","US","CA","0406904600",""
"Canada","27","0406906100","C/SB,IMX,IT-TYP","2015-2015","MT","2,962","0.2","2,912","0.2","0","0.0","5,859","0.3","0","0.0","0","0.0","0","0.0","0","0.0","5,026","0.3","0","0.0","3,442","0.2","2,973","0.2","23,174","1.3","-14","-14","US","CA","0406906100",""
"Canada","27","0406906100","C/SB,IMX,IT-TYP","2016-2016","MT","0","0.0","0","0.0","0","0.0","5,211","0.3","2,401","0.1","0","0.0","2,396","0.1","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","10,008","0.6","","","US","CA","0406906100",""
"Canada","28","0406906800","C/SB,IMX,IT-T,OQ","2016-2016","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","5,216","0.3","2,594","0.2","8,106","0.5","5,381","0.3","2,611","0.2","23,908","1.5","-51","-51","US","CA","0406906800",""
"Canada","28","0406906800","C/SB,IMX,IT-T,OQ","2017-2017","MT","5,210","0.3","13,037","0.8","5,298","0.3","2,756","0.2","0","0.0","2,616","0.2","2,540","0.2","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","31,457","2.0","","","US","CA","0406906800",""
"Canada","29","0406909700","C/SB,IMX,>.5F,OQ","2015-2015","MT","0","0.0","2,070","0.2","4,240","0.5","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","3,500","1.6","209,604","17.8","219,414","20.1","5,889","1,021","US","CA","0406909700",""
"Canada","29","0406909700","C/SB,IMX,>.5F,OQ","2016-2016","MT","34,937","6.4","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","34,937","6.4","","","US","CA","0406909700",""
"Canada","29","0406909700","C/SB,IMX,>.5F,OQ","2017-2017","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","3,825","0.4","0","0.0","0","0.0","0","0.0","5,318","0.2","0","0.0","0","0.0","9,143","0.6","","","US","CA","0406909700",""
"Canada","29","0406909700","C/SB,IMX,>.5F,OQ","2018-2018","MT","0","0.0","0","0.0","3,091","0.2","0","0.0","0","0.0","2,282","0.1","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","5,373","0.3","","","US","CA","0406909700",""
"Norway(*)","1","0406904600","CH,SW-EM,QT","2015-2015","MT","2,579,973","384.0","2,279,846","332.1","2,419,911","352.9","2,384,380","347.8","2,964,580","432.7","3,228,425","473.3","3,278,778","478.5","4,035,868","588.8","3,593,263","519.2","2,708,455","395.1","4,195,598","633.1","3,869,259","658.7","37,538,336","5,596.2","-8","4","US","NO","0406904600",""
"Norway(*)","1","0406904600","CH,SW-EM,QT","2016-2016","MT","1,982,083","325.8","2,703,728","394.8","4,239,140","618.4","2,161,234","312.8","4,473,033","652.7","2,785,688","382.3","3,618,013","527.9","4,458,207","650.6","2,610,471","380.9","5,584,578","813.1","3,410,665","504.9","2,438,794","380.7","40,465,634","5,944.9","-28","-25","US","NO","0406904600",""
"Norway(*)","1","0406904600","CH,SW-EM,QT","2017-2017","MT","2,859,107","487.6","2,287,649","383.8","4,230,365","622.4","1,929,472","312.0","2,977,570","498.3","3,907,107","648.1","2,288,867","381.3","3,145,244","523.9","2,072,317","343.3","4,942,559","755.3","3,196,844","476.8","2,592,178","445.9","36,429,279","5,878.8","-19","-6","US","NO","0406904600",""
"Norway(*)","1","0406904600","CH,SW-EM,QT","2018-2018","MT","2,974,843","515.9","2,899,675","503.9","3,035,981","526.1","3,887,877","675.4","2,847,477","489.1","2,304,036","400.4","3,448,886","597.9","2,779,088","482.6","2,306,179","401.0","3,518,072","573.5","2,765,912","426.0","2,431,615","407.7","35,199,641","5,999.6","-12","-4","US","NO","0406904600",""
"Norway(*)","2","0406902500","CH,GJETOST,NES0I","2015-2015","MT","52,783","6.3","55,274","6.6","60,857","7.3","0","0.0","80,519","9.7","53,020","6.4","50,437","9.0","55,631","6.6","37,625","4.5","121,004","14.4","28,650","3.5","145,844","17.1","741,644","91.4","409","391","US","NO","0406902500",""
"Norway(*)","2","0406902500","CH,GJETOST,NES0I","2016-2016","MT","0","0.0","77,623","9.5","106,014","12.7","65,169","7.8","47,217","5.8","0","0.0","150,090","18.0","91,799","37.9","0","0.0","97,527","38.8","44,452","18.3","0","0.0","679,891","148.6","","","US","NO","0406902500",""
"Norway(*)","2","0406902500","CH,GJETOST,NES0I","2017-2017","MT","146,526","56.6","0","0.0","100,088","41.3","0","0.0","70,309","29.0","139,266","57.4","15,384","2.5","133,678","52.8","90,353","33.4","91,159","37.6","8,208","0.9","110,256","45.5","905,227","357.0","1,243","4,952","US","NO","0406902500",""
"Norway(*)","2","0406902500","CH,GJETOST,NES0I","2018-2018","MT","125,272","51.7","0","0.0","69,317","28.6","108,421","38.1","79,903","27.4","62,585","25.8","0","0.0","57,983","23.9","60,831","21.3","111,341","34.6","165,162","61.2","54,447","21.2","895,262","333.8","-67","-65","US","NO","0406902500",""
"Norway(*)","3","0406108400","CH,F,OT,>.5%F,QT","2015-2015","MT","26,979","3.4","10,739","1.4","13,434","1.7","0","0.0","13,421","1.7","13,455","1.7","8,101","1.0","8,189","1.0","16,617","2.0","39,122","4.7","0","0.0","39,145","4.7","189,202","23.3","","","US","NO","0406108400",""
"Norway(*)","3","0406108400","CH,F,OT,>.5%F,QT","2016-2016","MT","0","0.0","41,286","5.1","19,318","2.4","34,967","4.2","33,068","4.0","0","0.0","36,866","4.6","29,329","6.8","0","0.0","56,955","14.1","0","0.0","0","0.0","251,789","41.2","","","US","NO","0406108400",""
"Norway(*)","3","0406108400","CH,F,OT,>.5%F,QT","2017-2017","MT","52,353","9.2","0","0.0","72,103","18.3","0","0.0","24,792","6.9","35,423","9.9","2,416","0.3","38,285","5.4","16,741","2.4","39,926","5.7","0","0.0","28,392","4.0","310,431","62.2","","","US","NO","0406108400",""
"Norway(*)","3","0406108400","CH,F,OT,>.5%F,QT","2018-2018","MT","38,846","5.4","69,833","10.1","34,895","4.9","9,719","1.4","12,910","1.9","16,139","2.3","0","0.0","13,507","1.8","21,636","5.6","21,734","3.0","34,823","8.4","15,700","2.0","289,742","46.8","-55","-76","US","NO","0406108400",""
"Norway(*)","4","0406104800","CH,F,ED-GDA,OQ","2015-2015","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","3,197","0.3","3,197","0.3","","","US","NO","0406104800",""
"Norway(*)","5","0406109500","CH,F,OT,>.5%F,OQ","2015-2015","MT","74,900","16.8","88,844","16.8","177,088","33.6","88,544","16.8","177,088","33.6","177,088","33.6","88,544","16.8","177,088","33.6","177,088","33.6","88,544","16.8","265,632","50.4","88,544","16.8","1,668,992","319.2","-67","-67","US","NO","0406109500",""
"Norway(*)","5","0406109500","CH,F,OT,>.5%F,OQ","2016-2016","MT","88,544","16.8","88,544","16.8","265,632","50.4","88,544","16.8","134,080","33.6","201,120","50.4","268,160","67.2","268,160","67.2","134,080","33.6","268,160","67.2","268,160","67.2","134,080","33.6","2,207,264","520.8","-50","-50","US","NO","0406109500",""
"Norway(*)","5","0406109500","CH,F,OT,>.5%F,OQ","2017-2017","MT","0","0.0","67,040","16.8","134,080","33.6","173,400","50.4","191,880","50.4","191,880","50.4","134,080","33.6","249,680","67.2","124,840","33.6","325,960","84.0","201,120","50.4","134,080","33.6","1,928,040","504.0","-33","-33","US","NO","0406109500",""
"Norway(*)","5","0406109500","CH,F,OT,>.5%F,OQ","2018-2018","MT","0","0.0","0","0.0","125,008","33.6","187,512","50.4","125,008","33.6","125,008","33.6","187,512","50.4","62,504","16.8","254,552","67.2","254,552","67.2","125,008","33.6","0","0.0","1,446,664","386.4","","","US","NO","0406109500",""
"Norway(*)","6","0406901600","CH,ED-GOU,QT","2016-2016","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","47,238","11.2","0","0.0","47,238","11.2","","","US","NO","0406901600",""
"Norway(*)","6","0406901600","CH,ED-GOU,QT","2018-2018","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","104,012","10.8","99,833","8.8","0","0.0","0","0.0","203,845","19.7","","","US","NO","0406901600",""
"Norway(*)","7","0406902000","CH,GJT,GTMK/W,ET","2015-2015","MT","9,166","8.4","14,789","13.5","18,380","16.8","0","0.0","9,119","8.3","14,327","13.1","0","0.0","0","0.0","5,845","5.3","27,595","25.2","5,467","0.8","18,714","17.1","123,402","108.3","242","2,175","US","NO","0406902000",""
"Norway(*)","7","0406902000","CH,GJT,GTMK/W,ET","2016-2016","MT","0","0.0","14,321","9.1","18,225","16.6","0","0.0","9,072","8.3","3,699","0.5","9,207","8.4","24,006","17.6","0","0.0","14,637","1.8","14,879","1.8","0","0.0","108,046","64.0","","","US","NO","0406902000",""
"Norway(*)","7","0406902000","CH,GJT,GTMK/W,ET","2017-2017","MT","26,833","17.1","0","0.0","0","0.0","0","0.0","0","0.0","13,722","1.6","0","0.0","14,696","1.6","5,789","0.6","9,887","1.1","5,766","0.8","0","0.0","76,693","22.8","","","US","NO","0406902000",""
"Norway(*)","7","0406902000","CH,GJT,GTMK/W,ET","2018-2018","MT","5,766","0.8","0","0.0","0","0.0","13,166","12.0","10,432","1.1","24,680","22.5","5,773","0.8","0","0.0","16,594","1.9","5,794","0.8","0","0.0","0","0.0","82,205","39.8","","","US","NO","0406902000",""
"Norway(*)","8","0406904900","CH,GAMM/NOKK","2018-2018","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","4,943","0.8","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","4,943","0.8","","","US","NO","0406904900",""
"Norway(*)","9","0406905600","CH,SHMK,IOL,S4GR","2017-2017","MT","0","0.0","0","0.0","0","0.0","0","0.0","163,950","15.2","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","163,950","15.2","","","US","NO","0406905600",""
"Norway(*)","10","0406905700","CH,PEC,IOL,NS4GR","2015-2015","MT","0","0.0","0","0.0","0","0.0","199,450","17.1","0","0.0","0","0.0","0","0.0","183,379","17.3","0","0.0","0","0.0","0","0.0","0","0.0","382,829","34.3","","","US","NO","0406905700",""
"Norway(*)","10","0406905700","CH,PEC,IOL,NS4GR","2016-2016","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","182,417","16.4","0","0.0","182,417","16.4","","","US","NO","0406905700",""
"Norway(*)","10","0406905700","CH,PEC,IOL,NS4GR","2017-2017","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","385,158","32.9","385,158","32.9","","","US","NO","0406905700",""
"Norway(*)","10","0406905700","CH,PEC,IOL,NS4GR","2018-2018","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","16,242","1.5","8,118","0.8","70,883","6.3","0","0.0","0","0.0","95,243","8.6","","","US","NO","0406905700",""
"Norway(*)","11","0406905900","CH,SHP MK,NESOI","2015-2015","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","20,364","1.4","0","0.0","0","0.0","0","0.0","0","0.0","20,364","1.4","","","US","NO","0406905900",""
"Norway(*)","12","0406909500","C/SB,IMX,>.5F,QT","2015-2015","MT","0","0.0","11,731","1.2","0","0.0","9,661","1.0","0","0.0","12,046","1.3","0","0.0","0","0.0","11,188","1.2","0","0.0","10,551","1.2","4,947","0.5","60,124","6.4","-53","-55","US","NO","0406909500",""
