"","","","","","","January","January","February","February","March","March","April","April","May","May","June","June","July","July","August","August","September","September","October","October","November","November","December","December","Total","Total","","","","","",""
"Peru","1","0402917000","MC,C/NS,AC,OQ","2016-2016","MT","298,657","189.8","166,925","101.6","130,768","83.4","88,026","58.8","388,857","269.4","1,123,384","817.8","689,273","496.1","1,012,988","696.0","469,997","363.8","1,821,168","1,393.0","1,662,938","1,215.8","1,341,414","939.6","9,194,395","6,625.2","-19","-23","US","PE","0402917000",""
"Peru","1","0402917000","MC,C/NS,AC,OQ","2017-2017","MT","242,350","184.8","408,551","309.5","535,468","385.5","354,405","262.2","1,012,295","731.5","1,058,091","778.4","1,203,389","860.7","1,071,158","787.6","837,152","637.9","1,411,419","1,023.4","2,645,742","2,050.5","2,239,689","1,694.1","13,019,709","9,706.0","-15","-17","US","PE","0402917000",""
"Peru","1","0402917000","MC,C/NS,AC,OQ","2018-2018","MT","1,084,087","788.0","489,930","368.0","770,758","545.2","567,474","401.2","407,774","307.0","531,319","361.6","580,593","424.7","1,091,865","802.6","1,966,670","1,499.6","811,493","599.9","1,709,269","1,245.7","1,490,042","1,187.8","11,501,274","8,531.3","-13","-5","US","PE","0402917000",""
"Peru","2","0402994500","MK,CDN,SW,AC,OQ","2015-2015","MT","730,384","359.8","147,574","73.4","204,484","78.6","163,265","78.4","153,967","73.0","282,975","137.5","163,027","81.8","185,338","86.5","618,757","302.0","447,562","214.6","262,542","129.1","249,658","121.6","3,609,533","1,736.2","-5","-6","US","PE","0402994500",""
"Peru","2","0402994500","MK,CDN,SW,AC,OQ","2016-2016","MT","245,444","123.6","181,408","87.9","227,624","111.7","129,198","62.5","186,400","94.2","842,306","406.1","446,214","220.8","242,670","120.7","573,390","295.0","799,801","401.6","565,282","284.1","765,495","367.3","5,205,232","2,575.5","35","29","US","PE","0402994500",""
"Peru","2","0402994500","MK,CDN,SW,AC,OQ","2017-2017","MT","222,268","115.6","237,103","115.5","48,277","22.1","250,518","126.2","207,108","104.7","182,991","90.2","179,799","90.0","126,169","61.4","114,470","58.8","403,145","194.6","240,811","120.0","431,475","206.1","2,644,134","1,305.1","79","72","US","PE","0402994500",""
"Peru","2","0402994500","MK,CDN,SW,AC,OQ","2018-2018","MT","831,873","407.9","310,382","154.6","191,295","91.1","411,198","200.9","144,837","72.0","172,989","80.5","460,716","226.0","456,107","229.4","136,274","77.6","567,944","299.0","391,474","200.1","970,464","497.7","5,045,553","2,536.7","148","149","US","PE","0402994500",""
"Peru","3","0402991000","MK,CDN,SW,AC,QT","2015-2015","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","47,579","23.3","95,774","45.9","187,068","90.5","298,403","146.5","321,308","158.5","46,172","22.6","593,068","290.7","1,589,372","777.9","1,184","1,185","US","PE","0402991000",""
"Peru","3","0402991000","MK,CDN,SW,AC,QT","2016-2016","MT","96,742","44.3","386,175","178.6","429,754","203.8","46,172","22.6","46,172","22.6","49,020","23.3","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","88,060","45.2","1,142,095","540.4","","","US","PE","0402991000",""
"Peru","3","0402991000","MK,CDN,SW,AC,QT","2017-2017","MT","47,362","22.6","187,068","90.5","47,362","22.6","29,393","14.7","0","0.0","141,348","74.3","92,344","45.8","180,641","92.3","132,090","69.9","135,422","70.4","0","0.0","91,293","46.0","1,084,323","549.1","","","US","PE","0402991000",""
"Peru","3","0402991000","MK,CDN,SW,AC,QT","2018-2018","MT","175,518","92.3","177,120","92.0","4,454","2.3","44,030","23.3","44,030","23.2","86,870","45.0","225,045","117.3","134,574","69.4","548,761","292.7","90,522","45.3","54,533","28.9","139,879","72.6","1,725,336","904.5","157","151","US","PE","0402991000",""
"Peru","4","0402911000","MC,C/NS,AC,QT","2015-2015","MT","56,505","35.6","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","85,925","43.6","120,945","39.1","43,324","26.7","0","0.0","28,386","18.0","0","0.0","335,085","162.9","","","US","PE","0402911000",""
"Peru","4","0402911000","MC,C/NS,AC,QT","2016-2016","MT","194,140","136.8","728,185","508.1","1,250,466","918.6","618,351","466.7","153,446","117.3","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","2,944,588","2,147.5","","","US","PE","0402911000",""
"Peru","5","0402997000","M/C,CNC,SW,QT","2015-2015","MT","0","0.0","0","0.0","43,840","22.6","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","43,840","22.6","","","US","PE","0402997000",""
"Mexico","1","0402215000","MC,C/NS","2015-2015","MT","1,410,375","283.1","2,116,868","434.0","2,596,152","570.8","1,438,020","286.7","1,360,362","283.6","1,050,465","228.9","1,235,832","277.7","1,893,981","427.3","1,850,733","491.0","2,001,538","576.2","1,264,487","327.5","1,744,437","478.8","19,963,250","4,665.5","38","46","US","MX","0402215000",""
"Mexico","1","0402215000","MC,C/NS","2016-2016","MT","1,119,506","291.9","1,733,199","386.9","1,349,447","337.1","1,792,776","442.3","1,154,472","300.6","1,295,939","356.1","905,155","244.7","2,064,406","551.4","361,667","105.5","1,010,668","323.7","1,305,681","435.4","1,749,587","595.2","15,842,503","4,370.9","34","37","US","MX","0402215000",""
"Mexico","1","0402215000","MC,C/NS","2017-2017","MT","1,177,075","368.2","1,405,168","435.8","1,392,910","394.2","1,891,313","524.9","976,908","288.7","1,999,326","495.4","1,698,421","454.8","1,387,865","323.1","361,023","76.1","1,209,158","313.2","3,528,733","727.5","3,156,533","713.5","20,184,433","5,115.4","-11","-2","US","MX","0402215000",""
"Mexico","1","0402215000","MC,C/NS","2018-2018","MT","1,685,871","484.8","454,467","115.8","1,932,866","580.0","1,789,222","437.1","2,409,369","649.1","1,527,589","428.2","1,968,061","504.6","1,888,322","482.3","1,328,286","330.4","2,065,908","492.8","156,054","41.7","1,040,778","268.9","18,246,793","4,815.8","567","544","US","MX","0402215000",""
"Mexico","2","0402994500","MK,CDN,SW,AC,OQ","2015-2015","MT","2,746,435","1,419.4","31,813","17.4","625,989","361.0","1,742,463","922.0","1,374,252","708.8","405,849","220.9","715,843","390.0","1,246,630","736.5","304,924","199.7","328,533","252.7","579,513","354.8","299,118","168.9","10,401,362","5,752.2","-48","-52","US","MX","0402994500",""
"Mexico","2","0402994500","MK,CDN,SW,AC,OQ","2016-2016","MT","580,672","348.6","241,972","139.0","1,537,437","872.0","272,385","145.2","165,429","79.4","161,680","106.6","168,198","82.3","215,501","163.1","225,525","107.9","280,493","145.5","331,854","142.1","160,543","82.3","4,341,689","2,413.9","-52","-42","US","MX","0402994500",""
"Mexico","2","0402994500","MK,CDN,SW,AC,OQ","2017-2017","MT","159,438","80.3","112,353","58.3","167,114","83.3","127,124","59.9","330,227","164.2","271,452","156.0","131,942","73.3","350,726","169.6","602,236","317.3","3,260,174","1,697.6","674,776","293.3","349,823","181.8","6,537,385","3,335.0","-48","-38","US","MX","0402994500",""
"Mexico","2","0402994500","MK,CDN,SW,AC,OQ","2018-2018","MT","215,652","122.8","311,334","149.7","561,794","302.4","3,151,529","1,724.6","606,018","275.6","2,859,834","1,837.8","340,005","150.9","120,577","57.9","647,778","288.5","1,003,661","445.7","1,222,904","573.4","619,475","281.4","11,660,561","6,210.7","-49","-51","US","MX","0402994500",""
"Mexico","3","0402917000","MC,C/NS,AC,OQ","2016-2016","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","42,578","15.2","0","0.0","19,054","7.8","61,632","23.0","","","US","MX","0402917000",""
"Mexico","3","0402917000","MC,C/NS,AC,OQ","2017-2017","MT","0","0.0","0","0.0","0","0.0","0","0.0","14,654","6.7","39,698","15.2","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","54,352","21.9","","","US","MX","0402917000",""
"Mexico","3","0402917000","MC,C/NS,AC,OQ","2018-2018","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","52,766","34.8","105,523","69.6","157,329","103.7","26,634","17.4","122,570","80.0","200,083","130.7","292,974","191.3","957,879","627.6","46","46","US","MX","0402917000",""
"Mexico","4","0402210200","MC,C/NS/P,G/S","2016-2016","MT","0","0.0","0","0.0","0","0.0","0","0.0","87,808","170.9","262,639","486.2","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","350,447","657.2","","","US","MX","0402210200",""
"Mexico","4","0402210200","MC,C/NS/P,G/S","2017-2017","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","32,247","62.8","0","0.0","0","0.0","0","0.0","0","0.0","32,247","62.8","","","US","MX","0402210200",""
"Mexico","4","0402210200","MC,C/NS/P,G/S","2018-2018","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","24,339","14.1","0","0.0","57,376","111.7","81,715","125.8","","","US","MX","0402210200",""
"Mexico","5","0402100500","MK/CM,<1.5%F","2015-2015","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","524,163","1,020.4","273,068","531.6","165,461","322.1","0","0.0","0","0.0","0","0.0","962,692","1,874.2","","","US","MX","0402100500",""
"Mexico","5","0402100500","MK/CM,<1.5%F","2017-2017","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","186,224","84.0","318,400","299.9","504,624","384.0","71","257","US","MX","0402100500",""
"Mexico","5","0402100500","MK/CM,<1.5%F","2018-2018","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","12,798","2.4","0","0.0","2,793","0.5","15,591","2.9","","","US","MX","0402100500",""
"Mexico","6","0402219000","MC,C/NS,>35,OQ","2015-2015","MT","0","0.0","0","0.0","288,795","58.0","86,775","19.5","270,270","80.4","173,550","60.9","283,335","58.5","271,440","58.5","173,550","39.0","0","0.0","0","0.0","0","0.0","1,547,715","374.8","","","US","MX","0402219000",""
"Mexico","6","0402219000","MC,C/NS,>35,OQ","2016-2016","MT","0","0.0","87,750","19.5","182,325","39.0","273,000","58.5","185,250","39.0","87,750","19.5","145,150","45.0","183,300","87.5","183,300","87.5","0","0.0","95,550","45.6","191,100","91.2","1,614,475","532.3","100","100","US","MX","0402219000",""
"Mexico","6","0402219000","MC,C/NS,>35,OQ","2017-2017","MT","154,875","73.9","0","0.0","52,500","25.1","102,375","48.9","77,250","36.9","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","387,000","184.7","","","US","MX","0402219000",""
"Mexico","6","0402219000","MC,C/NS,>35,OQ","2018-2018","MT","209,040","99.8","103,350","49.3","98,865","47.2","307,905","146.9","202,215","96.5","302,445","144.3","506,610","241.8","312,406","149.1","206,716","98.7","105,690","50.4","92,430","44.1","0","0.0","2,447,672","1,168.1","","","US","MX","0402219000",""
"Mexico","7","0402295000","M/C,C/SW,PW/S,OQ","2017-2017","MT","0","0.0","0","0.0","0","0.0","0","0.0","71,047","38.4","108,406","23.5","0","0.0","0","0.0","0","0.0","0","0.0","358,080","71.9","264,777","53.2","802,310","187.0","-26","-26","US","MX","0402295000",""
"Mexico","7","0402295000","M/C,C/SW,PW/S,OQ","2018-2018","MT","0","0.0","89,528","18.0","164,759","35.2","164,759","35.2","0","0.0","0","0.0","0","0.0","0","0.0","274,943","51.6","825,982","161.5","0","0.0","0","0.0","1,519,971","301.4","","","US","MX","0402295000",""
"Mexico","8","0402990300","MK,CDN,SW,AC","2015-2015","MT","3,031","1.8","0","0.0","3,031","1.9","0","0.0","2,779","1.9","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","8,841","5.7","","","US","MX","0402990300",""
"Mexico","9","0402990600","MK,CDN,SW,NAC","2015-2015","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","3,031","3.6","3,031","1.6","0","0.0","0","0.0","0","0.0","0","0.0","6,062","5.2","","","US","MX","0402990600",""
"Mexico","10","0402995500","MK,CDN,SW,NAC,OQ","2017-2017","MT","0","0.0","0","0.0","0","0.0","0","0.0","7,735","2.4","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","7,735","2.4","","","US","MX","0402995500",""
"Mexico","11","0402999000","M/C,CNC,SW OQ","2015-2015","MT","0","0.0","0","0.0","2,170","-","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","2,170","-","","","US","MX","0402999000",""
"Mexico","11","0402999000","M/C,CNC,SW OQ","2016-2016","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","2,025","0.9","0","0.0","16,200","8.6","0","0.0","10,125","5.4","0","0.0","28,350","14.9","","","US","MX","0402999000",""
"Mexico","11","0402999000","M/C,CNC,SW OQ","2017-2017","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","2,178","0.8","2,178","0.8","","","US","MX","0402999000",""
"New Zealand(*)","1","0402213000","MC,C/NS,3-35,QT","2015-2015","MT","489,768","146.8","74,240","25.6","396,659","143.8","1,015,344","367.1","854,098","303.4","519,361","167.5","828,223","302.3","0","0.0","577,458","198.0","1,449,873","559.6","1,022,565","433.9","1,391,597","629.3","8,619,186","3,277.3","36","45","US","NZ","0402213000",""
"New Zealand(*)","1","0402213000","MC,C/NS,3-35,QT","2016-2016","MT","208,006","98.0","388,399","210.0","1,569,838","835.0","0","0.0","72,795","13.7","0","0.0","66,034","25.2","69,809","13.7","0","0.0","83,731","17.2","563,067","203.9","54,041","14.0","3,075,720","1,430.6","-90","-93","US","NZ","0402213000",""
"New Zealand(*)","1","0402213000","MC,C/NS,3-35,QT","2017-2017","MT","70,092","13.7","2,639,906","1,006.0","0","0.0","0","0.0","0","0.0","118,839","22.7","0","0.0","0","0.0","80,983","14.8","93,868","25.2","172,537","51.2","1,746,532","515.9","4,922,757","1,649.5","912","908","US","NZ","0402213000",""
"New Zealand(*)","1","0402213000","MC,C/NS,3-35,QT","2018-2018","MT","54,318","7.3","0","0.0","0","0.0","74,286","13.7","2,692","0.8","612,890","139.4","32,077","9.8","360,687","84.0","74,457","13.9","108,621","25.2","459,634","153.3","1,383,744","462.0","3,163,406","909.3","201","201","US","NZ","0402213000",""
"New Zealand(*)","2","0402101000","M/C,P,<1.5%F,QT","2015-2015","MT","47,724","19.2","16,165","6.4","200,871","79.2","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","31,779","12.6","0","0.0","0","0.0","423,624","95.0","720,163","212.4","","","US","NZ","0402101000",""
"New Zealand(*)","2","0402101000","M/C,P,<1.5%F,QT","2016-2016","MT","0","0.0","112,195","44.2","0","0.0","834,764","392.8","734,888","80.8","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","186,707","38.2","0","0.0","1,868,554","556.0","","","US","NZ","0402101000",""
"New Zealand(*)","2","0402101000","M/C,P,<1.5%F,QT","2017-2017","MT","0","0.0","0","0.0","0","0.0","857,687","111.7","0","0.0","0","0.0","173,260","22.2","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","1,030,947","133.9","","","US","NZ","0402101000",""
"New Zealand(*)","2","0402101000","M/C,P,<1.5%F,QT","2018-2018","MT","0","0.0","185,979","25.6","0","0.0","151,050","20.6","364,257","43.2","0","0.0","403,690","48.0","0","0.0","311,941","37.1","0","0.0","335,302","39.8","0","0.0","1,752,219","214.3","","","US","NZ","0402101000",""
"New Zealand(*)","3","0402105000","MK/CM,<1.5%F,OQ","2016-2016","MT","0","0.0","0","0.0","0","0.0","0","0.0","2,756","0.1","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","2,756","0.1","","","US","NZ","0402105000",""
"New Zealand(*)","4","0402212500","MC,C.NS.P,G/S,OQ","2017-2017","MT","66,295","129.1","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","66,295","129.1","","","US","NZ","0402212500",""
"New Zealand(*)","5","0402212700","MC,C/NS,3-35","2015-2015","MT","0","0.0","0","0.0","0","0.0","0","0.0","484,010","169.3","550,562","191.7","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","1,034,572","361.0","","","US","NZ","0402212700",""
"New Zealand(*)","6","0402215000","MC,C/NS","2015-2015","MT","0","0.0","0","0.0","6,749","0.9","0","0.0","0","0.0","6,493","0.6","3,102","0.4","0","0.0","0","0.0","3,301","0.6","0","0.0","69,568","13.7","89,213","16.1","","","US","NZ","0402215000",""
"New Zealand(*)","6","0402215000","MC,C/NS","2016-2016","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","48,377","3.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","48,377","3.0","","","US","NZ","0402215000",""
"New Zealand(*)","6","0402215000","MC,C/NS","2017-2017","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","2,592","0.2","2,592","0.2","","","US","NZ","0402215000",""
"New Zealand(*)","6","0402215000","MC,C/NS","2018-2018","MT","0","0.0","3,198","0.2","0","0.0","0","0.0","0","0.0","11,823","0.8","0","0.0","0","0.0","0","0.0","40,907","3.0","0","0.0","0","0.0","55,928","4.0","","","US","NZ","0402215000",""
"New Zealand(*)","7","0402295000","M/C,C/SW,PW/S,OQ","2015-2015","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","5,853","4.3","5,853","4.3","","","US","NZ","0402295000",""
"Netherlands","1","0402213000","MC,C/NS,3-35,QT","2015-2015","MT","292,199","32.2","411,603","45.7","942,161","105.9","584,818","63.1","875,797","97.4","893,880","99.4","784,657","87.8","561,435","61.5","594,028","65.2","532,714","58.2","533,241","59.8","769,203","86.6","7,775,736","862.7","44","45","US","NL","0402213000",""
"Netherlands","1","0402213000","MC,C/NS,3-35,QT","2016-2016","MT","228,710","25.2","442,004","49.6","657,996","73.5","1,032,770","115.2","620,758","70.3","628,466","69.1","1,304,330","434.3","697,332","1,634.7","716,662","1,680.0","619,524","1,065.8","1,040,910","1,265.7","478,313","747.5","8,467,775","7,230.9","-54","-41","US","NL","0402213000",""
"Netherlands","1","0402213000","MC,C/NS,3-35,QT","2017-2017","MT","156,915","367.8","414,620","971.9","1,188,334","2,189.9","369,761","606.5","589,928","1,382.9","491,308","1,151.7","787,503","1,540.9","510,000","1,195.5","991,697","2,051.7","989,547","2,319.7","602,396","69.1","1,126,336","131.6","8,218,345","13,979.4","87","90","US","NL","0402213000",""
"Netherlands","1","0402213000","MC,C/NS,3-35,QT","2018-2018","MT","366,135","40.3","143,837","16.5","132,959","14.8","746,248","82.2","731,610","81.3","456,142","51.3","610,342","68.9","459,414","51.5","0","0.0","513,472","56.3","84,636","10.0","694,782","74.6","4,939,577","547.7","721","646","US","NL","0402213000",""
"Netherlands","2","0402295000","M/C,C/SW,PW/S,OQ","2015-2015","MT","0","0.0","0","0.0","4,542","0.0","0","0.0","0","0.0","0","0.0","0","0.0","7,800","0.8","16,043","4.8","0","0.0","2,542","0.4","0","0.0","30,927","6.1","","","US","NL","0402295000",""
"Netherlands","2","0402295000","M/C,C/SW,PW/S,OQ","2016-2016","MT","0","0.0","13,779","7.5","0","0.0","142,203","40.9","4,156","0.7","239,080","80.0","7,352","1.3","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","406,570","130.4","","","US","NL","0402295000",""
"Netherlands","2","0402295000","M/C,C/SW,PW/S,OQ","2017-2017","MT","8,190","2.1","0","0.0","0","0.0","0","0.0","13,743","2.6","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","21,933","4.7","","","US","NL","0402295000",""
"Netherlands","2","0402295000","M/C,C/SW,PW/S,OQ","2018-2018","MT","0","0.0","0","0.0","13,471","3.1","0","0.0","0","0.0","0","0.0","0","0.0","89,029","16.0","0","0.0","0","0.0","0","0.0","261,374","46.9","363,874","66.0","","","US","NL","0402295000",""
"Netherlands","3","0402911000","MC,C/NS,AC,QT","2015-2015","MT","5,418","2.0","305,416","119.5","5,137","1.6","265,143","104.6","0","0.0","0","0.0","0","0.0","0","0.0","230,800","90.2","0","0.0","0","0.0","25,459","9.2","837,373","327.1","","","US","NL","0402911000",""
"Netherlands","3","0402911000","MC,C/NS,AC,QT","2016-2016","MT","0","0.0","276,961","107.6","0","0.0","160,411","61.4","114,982","44.9","0","0.0","160,256","63.2","77,734","29.2","151,408","59.9","79,400","29.8","310,480","119.1","0","0.0","1,331,632","515.1","","","US","NL","0402911000",""
"Netherlands","3","0402911000","MC,C/NS,AC,QT","2017-2017","MT","90,405","35.1","0","0.0","78,661","30.0","11,855","5.5","0","0.0","0","0.0","5,692","2.4","0","0.0","359,029","148.5","112,180","45.0","142,893","60.0","269,145","108.2","1,069,860","434.6","88","80","US","NL","0402911000",""
"Netherlands","3","0402911000","MC,C/NS,AC,QT","2018-2018","MT","119,100","44.8","262,774","92.2","85,952","32.0","80,396","29.8","176,048","69.6","85,521","30.9","265,814","109.4","153,062","62.7","0","0.0","7,171","2.9","83,370","29.8","162,119","66.7","1,481,327","570.9","94","123","US","NL","0402911000",""
"Netherlands","4","0402991000","MK,CDN,SW,AC,QT","2015-2015","MT","0","0.0","0","0.0","35,600","15.2","0","0.0","0","0.0","0","0.0","0","0.0","135,240","64.4","0","0.0","0","0.0","36,160","17.2","36,160","17.2","243,160","114.1","","0","US","NL","0402991000",""
"Netherlands","4","0402991000","MK,CDN,SW,AC,QT","2016-2016","MT","0","0.0","0","0.0","0","0.0","0","0.0","36,160","17.2","67,640","32.2","0","0.0","0","0.0","0","0.0","70,080","33.4","0","0.0","36,160","17.2","210,040","100.1","","","US","NL","0402991000",""
"Netherlands","4","0402991000","MK,CDN,SW,AC,QT","2017-2017","MT","0","0.0","36,160","17.2","0","0.0","0","0.0","36,040","17.2","0","0.0","105,000","50.0","28,520","13.6","0","0.0","36,160","17.2","39,324","17.2","35,409","15.5","316,613","148.0","-10","-10","US","NL","0402991000",""
"Netherlands","4","0402991000","MK,CDN,SW,AC,QT","2018-2018","MT","0","0.0","123,563","50.1","0","0.0","0","0.0","0","0.0","0","0.0","84,647","34.3","42,488","17.2","42,488","17.2","42,253","17.1","0","0.0","42,488","17.2","377,927","153.2","","","US","NL","0402991000",""
"Netherlands","5","0402215000","MC,C/NS","2015-2015","MT","0","0.0","0","0.0","0","0.0","54,038","7.0","0","0.0","84,521","13.1","0","0.0","0","0.0","0","0.0","73,475","8.2","11,434","1.2","0","0.0","223,468","29.5","","","US","NL","0402215000",""
"Netherlands","5","0402215000","MC,C/NS","2016-2016","MT","48,285","6.0","0","0.0","120,127","18.2","25,348","2.6","25,009","3.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","218,769","29.8","","","US","NL","0402215000",""
"Netherlands","5","0402215000","MC,C/NS","2017-2017","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","44,291","4.9","0","0.0","0","0.0","44,291","4.9","","","US","NL","0402215000",""
"Netherlands","5","0402215000","MC,C/NS","2018-2018","MT","8,330","0.8","0","0.0","47,125","8.5","0","0.0","220,938","24.8","0","0.0","0","0.0","0","0.0","75,964","8.2","38,831","5.3","23,254","3.2","21,353","2.5","435,795","53.2","-8","-23","US","NL","0402215000",""
"Netherlands","6","0402100500","MK/CM,<1.5%F","2015-2015","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","3,751","-","3,751","-","","","US","NL","0402100500",""
"Netherlands","6","0402100500","MK/CM,<1.5%F","2016-2016","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","7,223","-","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","7,223","-","","","US","NL","0402100500",""
"Netherlands","7","0402101000","M/C,P,<1.5%F,QT","2015-2015","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","104,310","203.1","0","0.0","104,310","203.1","","","US","NL","0402101000",""
"Netherlands","7","0402101000","M/C,P,<1.5%F,QT","2016-2016","MT","0","0.0","0","0.0","0","0.0","0","0.0","146,992","16.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","146,992","16.0","","","US","NL","0402101000",""
"Netherlands","7","0402101000","M/C,P,<1.5%F,QT","2017-2017","MT","0","0.0","86,374","10.0","0","0.0","0","0.0","0","0.0","0","0.0","51,479","6.0","0","0.0","0","0.0","85,527","9.0","0","0.0","0","0.0","223,380","25.0","","","US","NL","0402101000",""
"Netherlands","7","0402101000","M/C,P,<1.5%F,QT","2018-2018","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","67,450","7.0","0","0.0","95,078","10.0","0","0.0","0","0.0","0","0.0","0","0.0","162,528","17.0","","","US","NL","0402101000",""
"Netherlands","8","0402105000","MK/CM,<1.5%F,OQ","2015-2015","MT","0","0.0","0","0.0","0","0.0","16,709","2.0","0","0.0","43,904","5.1","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","60,613","7.1","","","US","NL","0402105000",""
"Netherlands","9","0402217500","MC,C/NS,>35,QT","2017-2017","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","19,216","2.0","19,216","2.0","","","US","NL","0402217500",""
"Netherlands","10","0402219000","MC,C/NS,>35,OQ","2015-2015","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","2,508","-","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","2,508","-","","","US","NL","0402219000",""
"Netherlands","10","0402219000","MC,C/NS,>35,OQ","2017-2017","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","19,096","24.7","0","0.0","0","0.0","0","0.0","0","0.0","19,096","24.7","","","US","NL","0402219000",""
"Netherlands","11","0402910600","MC,C/NS,NAC","2018-2018","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","38,532","30.5","0","0.0","0","0.0","38,532","30.5","","","US","NL","0402910600",""
"Netherlands","12","0402917000","MC,C/NS,AC,OQ","2015-2015","MT","0","0.0","0","0.0","0","0.0","0","0.0","8,947","3.5","0","0.0","7,411","2.6","0","0.0","0","0.0","10,197","3.7","0","0.0","2,983","1.0","29,538","10.8","","","US","NL","0402917000",""
"Netherlands","12","0402917000","MC,C/NS,AC,OQ","2017-2017","MT","8,089","-","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","8,089","-","","","US","NL","0402917000",""
"Netherlands","13","0402919000","MC,C/NS,NAC,OQ","2015-2015","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","9,205","0.1","0","0.0","0","0.0","0","0.0","9,205","0.1","","","US","NL","0402919000",""
"Netherlands","14","0402999000","M/C,CNC,SW OQ","2015-2015","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","10,916","11.3","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","10,916","11.3","","","US","NL","0402999000",""
