"","","","","","","January","January","February","February","March","March","April","April","May","May","June","June","July","July","August","August","September","September","October","October","November","November","December","December","Total","Total","","","","","",""
"United Arab Emirates","4","0402295000","M/C,C/SW,PW/S,OQ","2017-2017","MT","0","0.0","0","0.0","0","0.0","4,575","0.1","0","0.0","0","0.0","0","0.0","3,871","-","0","0.0","0","0.0","0","0.0","0","0.0","8,446","0.1","","","US","AE","0402295000",""
"Australia(*)","1","0402101000","M/C,P,<1.5%F,QT","2015-2015","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","101,745","57.0","0","0.0","101,745","57.0","","","US","AS","0402101000",""
"Australia(*)","2","0402212500","MC,C.NS.P,G/S,OQ","2016-2016","MT","0","0.0","0","0.0","0","0.0","0","0.0","276,683","98.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","276,683","98.0","","","US","AS","0402212500",""
"Australia(*)","3","0402215000","MC,C/NS","2015-2015","MT","840,939","299.8","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","329,505","99.8","658,268","196.8","0","0.0","1,828,712","596.5","","","US","AS","0402215000",""
"Australia(*)","3","0402215000","MC,C/NS","2016-2016","MT","131,670","39.9","198,000","60.0","329,340","99.8","0","0.0","486,293","177.8","576,075","204.0","0","0.0","0","0.0","0","0.0","0","0.0","289,638","99.9","57,855","20.0","2,068,871","701.4","-80","-80","US","AS","0402215000",""
"Australia(*)","3","0402215000","MC,C/NS","2017-2017","MT","0","0.0","0","0.0","348,000","120.0","522,000","180.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","870,000","300.0","","","US","AS","0402215000",""
"Australia(*)","3","0402215000","MC,C/NS","2018-2018","MT","0","0.0","228,845","80.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","228,845","80.0","","","US","AS","0402215000",""
"Belgium-Luxembourg(*)","1","0402215000","MC,C/NS","2016-2016","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","7,896","1.9","7,896","1.9","","","US","BE","0402215000",""
"Belgium-Luxembourg(*)","1","0402215000","MC,C/NS","2017-2017","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","17,240","3.7","17,240","3.7","","","US","BE","0402215000",""
"Belarus","1","0402991000","MK,CDN,SW,AC,QT","2015-2015","MT","0","0.0","0","0.0","18,891","8.4","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","18,891","8.4","","","US","BO","0402991000",""
"Belarus","1","0402991000","MK,CDN,SW,AC,QT","2016-2016","MT","0","0.0","36,188","16.7","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","36,188","16.7","","","US","BO","0402991000",""
"Belarus","1","0402991000","MK,CDN,SW,AC,QT","2018-2018","MT","34,836","16.5","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","34,836","16.5","","","US","BO","0402991000",""
"Belarus","2","0402994500","MK,CDN,SW,AC,OQ","2015-2015","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","12,861","5.5","0","0.0","0","0.0","0","0.0","0","0.0","11,637","5.5","0","0.0","24,498","11.0","","","US","BO","0402994500",""
"Belarus","2","0402994500","MK,CDN,SW,AC,OQ","2016-2016","MT","0","0.0","0","0.0","0","0.0","0","0.0","35,217","16.5","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","35,217","16.5","","","US","BO","0402994500",""
"Belarus","2","0402994500","MK,CDN,SW,AC,OQ","2017-2017","MT","0","0.0","36,715","16.9","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","36,715","16.9","","","US","BO","0402994500",""
"Sri Lanka","1","0402215000","MC,C/NS","2015-2015","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","4,143","0.7","0","0.0","4,410","0.8","0","0.0","8,553","1.5","","","US","CE","0402215000",""
"Sri Lanka","1","0402215000","MC,C/NS","2016-2016","MT","0","0.0","0","0.0","2,964","0.3","0","0.0","3,739","0.7","0","0.0","2,424","0.3","2,038","0.4","2,038","0.4","0","0.0","0","0.0","0","0.0","13,203","2.0","","","US","CE","0402215000",""
"Sri Lanka","1","0402215000","MC,C/NS","2017-2017","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","3,081","0.5","0","0.0","3,081","0.5","","","US","CE","0402215000",""
"Sri Lanka","1","0402215000","MC,C/NS","2018-2018","MT","0","0.0","2,128","0.3","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","2,568","0.6","0","0.0","0","0.0","4,696","0.9","","","US","CE","0402215000",""
"Colombia","1","0402991000","MK,CDN,SW,AC,QT","2015-2015","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","77,002","88.0","22,703","25.9","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","99,705","113.9","","","US","CO","0402991000",""
"Colombia","1","0402991000","MK,CDN,SW,AC,QT","2016-2016","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","16,770","9.1","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","16,770","9.1","","","US","CO","0402991000",""
"Colombia","2","0402994500","MK,CDN,SW,AC,OQ","2016-2016","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","16,524","9.5","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","16,524","9.5","","","US","CO","0402994500",""
"Costa Rica","1","0402215000","MC,C/NS","2016-2016","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","167,200","76.0","0","0.0","0","0.0","167,200","76.0","","","US","CS","0402215000",""
"Costa Rica","1","0402215000","MC,C/NS","2018-2018","MT","0","0.0","40,959","6.2","0","0.0","0","0.0","43,119","6.5","0","0.0","141,371","21.3","0","0.0","0","0.0","43,119","6.5","0","0.0","0","0.0","268,568","40.5","","","US","CS","0402215000",""
"Costa Rica","2","0402295000","M/C,C/SW,PW/S,OQ","2015-2015","MT","0","0.0","15,080","2.2","0","0.0","8,267","1.3","0","0.0","18,320","2.7","33,898","5.1","29,826","4.5","0","0.0","0","0.0","41,333","6.3","0","0.0","146,724","22.1","","","US","CS","0402295000",""
"Costa Rica","2","0402295000","M/C,C/SW,PW/S,OQ","2016-2016","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","25,133","3.7","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","25,133","3.7","","","US","CS","0402295000",""
"Denmark(*)","1","0402101000","M/C,P,<1.5%F,QT","2018-2018","MT","67,638","21.5","111,583","35.5","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","179,221","57.0","","","US","DA","0402101000",""
"Denmark(*)","2","0402105000","MK/CM,<1.5%F,OQ","2017-2017","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","183,607","76.8","364,698","140.3","240,794","97.2","737,351","225.0","1,526,450","539.2","206","131","US","DA","0402105000",""
"Denmark(*)","2","0402105000","MK/CM,<1.5%F,OQ","2018-2018","MT","0","0.0","194,274","61.8","0","0.0","174,475","53.2","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","368,749","115.0","","","US","DA","0402105000",""
"Denmark(*)","3","0402212500","MC,C.NS.P,G/S,OQ","2017-2017","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","6,660","2.2","0","0.0","0","0.0","0","0.0","6,660","2.2","","","US","DA","0402212500",""
"Denmark(*)","4","0402213000","MC,C/NS,3-35,QT","2016-2016","MT","198,871","27.5","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","198,871","27.5","","","US","DA","0402213000",""
"Denmark(*)","5","0402215000","MC,C/NS","2015-2015","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","118,659","17.8","0","0.0","48,723","6.9","118,667","17.8","0","0.0","0","0.0","0","0.0","286,049","42.6","","","US","DA","0402215000",""
"Denmark(*)","5","0402215000","MC,C/NS","2016-2016","MT","107,715","19.7","0","0.0","146,800","25.7","0","0.0","198,324","27.4","0","0.0","85,595","15.9","43,604","7.3","0","0.0","0","0.0","0","0.0","47,844","7.9","629,882","103.8","","","US","DA","0402215000",""
"Denmark(*)","5","0402215000","MC,C/NS","2017-2017","MT","0","0.0","95,517","17.8","0","0.0","0","0.0","95,003","17.8","89,491","17.2","86,571","17.6","0","0.0","84,947","18.2","41,079","7.9","0","0.0","94,375","17.6","586,983","114.1","","","US","DA","0402215000",""
"Denmark(*)","5","0402215000","MC,C/NS","2018-2018","MT","101,879","19.1","0","0.0","0","0.0","200,038","36.4","0","0.0","103,461","19.0","0","0.0","86,892","18.0","0","0.0","89,603","18.2","101,110","18.6","0","0.0","682,983","129.2","","","US","DA","0402215000",""
"Denmark(*)","6","0402991000","MK,CDN,SW,AC,QT","2016-2016","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","23,664","7.5","0","0.0","23,664","7.5","","","US","DA","0402991000",""
"Dominican Republic","1","0402990300","MK,CDN,SW,AC","2015-2015","MT","2,057","2.9","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","2,057","2.3","0","0.0","0","0.0","0","0.0","0","0.0","4,114","5.2","","","US","DR","0402990300",""
"Greece","1","0402213000","MC,C/NS,3-35,QT","2017-2017","MT","16,100","37.7","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","16,100","37.7","","","US","GR","0402213000",""
"Greece","2","0402217500","MC,C/NS,>35,QT","2017-2017","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","","","US","GR","0402217500",""
"Guyana","1","0402105000","MK/CM,<1.5%F,OQ","2015-2015","MT","0","0.0","0","0.0","0","0.0","4,200","0.5","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","4,200","0.5","0","0.0","0","0.0","8,400","1.0","","","US","GY","0402105000",""
"India","1","0402210500","MC,C/NS/P,G/S,QT","2016-2016","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","65,000","20.0","65,000","20.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","130,000","40.0","","","US","IN","0402210500",""
"India","1","0402210500","MC,C/NS/P,G/S,QT","2018-2018","MT","0","0.0","0","0.0","0","0.0","64,252","13.5","0","0.0","99,250","167.5","0","0.0","119,000","231.7","0","0.0","0","0.0","0","0.0","0","0.0","282,502","412.7","","","US","IN","0402210500",""
"India","2","0402295000","M/C,C/SW,PW/S,OQ","2018-2018","MT","0","0.0","0","0.0","3,305","0.7","7,354","1.6","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","10,659","2.3","","","US","IN","0402295000",""
"India","3","0402997000","M/C,CNC,SW,QT","2017-2017","MT","0","0.0","20,990","11.4","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","20,990","11.4","","","US","IN","0402997000",""
"India","3","0402997000","M/C,CNC,SW,QT","2018-2018","MT","5,508","2.5","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","7,830","4.5","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","13,338","7.0","","","US","IN","0402997000",""
"India","4","0402999000","M/C,CNC,SW OQ","2017-2017","MT","0","0.0","0","0.0","0","0.0","16,850","5.4","0","0.0","31,848","18.6","0","0.0","0","0.0","0","0.0","3,200","1.2","0","0.0","0","0.0","51,898","25.2","","","US","IN","0402999000",""
"India","4","0402999000","M/C,CNC,SW OQ","2018-2018","MT","0","0.0","0","0.0","0","0.0","5,600","2.2","0","0.0","0","0.0","9,855","2.6","0","0.0","0","0.0","0","0.0","2,766","1.2","0","0.0","18,221","6.0","","","US","IN","0402999000",""
"Iran","1","0402999000","M/C,CNC,SW OQ","2017-2017","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","2,592","0.9","2,592","0.9","","","US","IR","0402999000",""
"Iran","1","0402999000","M/C,CNC,SW OQ","2018-2018","MT","0","0.0","0","0.0","5,213","1.7","2,621","0.9","2,538","1.9","2,578","0.9","0","0.0","2,578","0.9","0","0.0","0","0.0","0","0.0","0","0.0","15,528","6.3","","","US","IR","0402999000",""
"Israel(*)","1","0402105000","MK/CM,<1.5%F,OQ","2015-2015","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","80,000","40.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","80,000","40.0","","","US","IS","0402105000",""
"Israel(*)","1","0402105000","MK/CM,<1.5%F,OQ","2018-2018","MT","0","0.0","0","0.0","0","0.0","0","0.0","165,375","157.5","259,875","247.5","0","0.0","0","0.0","380,250","292.5","0","0.0","0","0.0","0","0.0","805,500","697.5","","","US","IS","0402105000",""
"Israel(*)","2","0402995500","MK,CDN,SW,NAC,OQ","2016-2016","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","4,160","0.7","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","4,160","0.7","","","US","IS","0402995500",""
"Lebanon","1","0402210200","MC,C/NS/P,G/S","2018-2018","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","3,000","-","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","3,000","-","","","US","LE","0402210200",""
"Lebanon","2","0402215000","MC,C/NS","2018-2018","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","2,625","0.5","0","0.0","0","0.0","0","0.0","0","0.0","2,625","0.5","","","US","LE","0402215000",""
"Lithuania","1","0402991000","MK,CDN,SW,AC,QT","2015-2015","MT","0","0.0","0","0.0","0","0.0","21,027","19.1","0","0.0","0","0.0","0","0.0","0","0.0","3,192","1.8","6,685","3.8","0","0.0","0","0.0","30,904","24.6","","","US","LH","0402991000",""
"Lithuania","1","0402991000","MK,CDN,SW,AC,QT","2016-2016","MT","7,719","4.7","9,028","5.5","0","0.0","14,891","8.3","10,018","5.5","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","41,656","23.9","","","US","LH","0402991000",""
"Lithuania","1","0402991000","MK,CDN,SW,AC,QT","2017-2017","MT","2,757","1.6","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","2,757","1.6","","","US","LH","0402991000",""
"Lithuania","1","0402991000","MK,CDN,SW,AC,QT","2018-2018","MT","3,323","1.6","0","0.0","28,042","13.3","0","0.0","0","0.0","0","0.0","19,197","9.4","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","50,562","24.3","","","US","LH","0402991000",""
"Lithuania","2","0402994500","MK,CDN,SW,AC,OQ","2015-2015","MT","0","0.0","0","0.0","0","0.0","23,447","19.7","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","23,447","19.7","","","US","LH","0402994500",""
"Lithuania","2","0402994500","MK,CDN,SW,AC,OQ","2016-2016","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","17,576","9.8","0","0.0","0","0.0","17,576","9.8","","","US","LH","0402994500",""
"Lithuania","2","0402994500","MK,CDN,SW,AC,OQ","2017-2017","MT","0","0.0","15,232","8.6","21,869","12.2","5,708","3.1","0","0.0","0","0.0","0","0.0","28,473","14.2","0","0.0","0","0.0","0","0.0","0","0.0","71,282","38.1","","","US","LH","0402994500",""
"Lithuania","2","0402994500","MK,CDN,SW,AC,OQ","2018-2018","MT","0","0.0","0","0.0","18,575","8.6","0","0.0","0","0.0","0","0.0","12,436","6.3","5,451","2.8","0","0.0","0","0.0","0","0.0","0","0.0","36,462","17.7","","","US","LH","0402994500",""
"Malaysia","1","0402213000","MC,C/NS,3-35,QT","2016-2016","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","215,433","152.2","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","215,433","152.2","","","US","MY","0402213000",""
"Malaysia","2","0402991000","MK,CDN,SW,AC,QT","2016-2016","MT","34,547","33.5","0","0.0","31,248","31.4","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","65,795","65.0","","","US","MY","0402991000",""
"Malaysia","2","0402991000","MK,CDN,SW,AC,QT","2017-2017","MT","15,540","15.7","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","15,540","15.7","","","US","MY","0402991000",""
"Malaysia","2","0402991000","MK,CDN,SW,AC,QT","2018-2018","MT","69,400","65.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","20,425","17.8","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","89,825","82.7","","","US","MY","0402991000",""
"Malaysia","3","0402994500","MK,CDN,SW,AC,OQ","2016-2016","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","17,670","17.8","0","0.0","15,960","15.7","0","0.0","15,540","15.7","15,540","15.7","0","0.0","64,710","65.0","","","US","MY","0402994500",""
"Malaysia","3","0402994500","MK,CDN,SW,AC,OQ","2017-2017","MT","0","0.0","0","0.0","35,800","33.5","16,800","15.7","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","52,600","49.2","","","US","MY","0402994500",""
"Pakistan","1","0402105000","MK/CM,<1.5%F,OQ","2018-2018","MT","20,928","2.8","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","20,928","2.8","","","US","PK","0402105000",""
"Pakistan","2","0402295000","M/C,C/SW,PW/S,OQ","2018-2018","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","3,750","1.0","0","0.0","0","0.0","0","0.0","3,750","1.0","","","US","PK","0402295000",""
"Pakistan","3","0402999000","M/C,CNC,SW OQ","2018-2018","MT","0","0.0","0","0.0","3,000","0.7","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","3,000","0.7","","","US","PK","0402999000",""
"Poland","1","0402213000","MC,C/NS,3-35,QT","2016-2016","MT","0","0.0","40,548","9.4","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","40,548","9.4","","","US","PL","0402213000",""
"Poland","1","0402213000","MC,C/NS,3-35,QT","2018-2018","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","14,391","3.3","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","14,391","3.3","","","US","PL","0402213000",""
"Poland","2","0402295000","M/C,C/SW,PW/S,OQ","2015-2015","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","4,037","1.0","0","0.0","0","0.0","0","0.0","4,494","1.0","0","0.0","0","0.0","8,531","2.0","","","US","PL","0402295000",""
"Poland","2","0402295000","M/C,C/SW,PW/S,OQ","2016-2016","MT","0","0.0","4,488","1.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","4,488","1.0","","","US","PL","0402295000",""
"Poland","2","0402295000","M/C,C/SW,PW/S,OQ","2017-2017","MT","0","0.0","4,682","1.0","0","0.0","0","0.0","4,517","1.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","2,743","0.5","11,942","2.5","","","US","PL","0402295000",""
"Portugal","1","0402995500","MK,CDN,SW,NAC,OQ","2015-2015","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","4,163","1.5","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","4,163","1.5","","","US","PO","0402995500",""
"Philippines","1","0402212500","MC,C.NS.P,G/S,OQ","2015-2015","MT","3,630","0.5","4,357","0.6","5,790","0.7","0","0.0","0","0.0","12,348","1.7","5,960","0.8","5,326","0.7","0","0.0","16,197","2.2","0","0.0","0","0.0","53,608","7.1","","","US","RP","0402212500",""
"Philippines","1","0402212500","MC,C.NS.P,G/S,OQ","2016-2016","MT","0","0.0","0","0.0","0","0.0","0","0.0","7,598","1.0","3,344","0.5","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","10,942","1.5","","","US","RP","0402212500",""
"Philippines","1","0402212500","MC,C.NS.P,G/S,OQ","2017-2017","MT","0","0.0","3,170","0.6","0","0.0","0","0.0","0","0.0","0","0.0","6,120","3.9","0","0.0","10,000","5.4","0","0.0","7,000","3.8","0","0.0","26,290","13.8","","","US","RP","0402212500",""
"Philippines","1","0402212500","MC,C.NS.P,G/S,OQ","2018-2018","MT","0","0.0","0","0.0","0","0.0","3,000","2.6","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","4,980","3.7","6,000","2.9","0","0.0","13,980","9.2","","","US","RP","0402212500",""
"Philippines","2","0402219000","MC,C/NS,>35,OQ","2017-2017","MT","8,100","1.8","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","8,100","1.8","","","US","RP","0402219000",""
"Russia","1","0402990600","MK,CDN,SW,NAC","2015-2015","MT","0","0.0","0","0.0","8,993","3.7","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","8,993","3.7","","","US","RS","0402990600",""
"Russia","2","0402991000","MK,CDN,SW,AC,QT","2015-2015","MT","26,052","13.0","0","0.0","0","0.0","18,998","10.9","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","45,050","23.9","","","US","RS","0402991000",""
"Russia","2","0402991000","MK,CDN,SW,AC,QT","2016-2016","MT","41,924","28.8","0","0.0","4,070","2.1","0","0.0","23,312","13.6","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","69,306","44.5","","","US","RS","0402991000",""
"Russia","2","0402991000","MK,CDN,SW,AC,QT","2017-2017","MT","3,587","2.5","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","3,587","2.5","","","US","RS","0402991000",""
"Russia","2","0402991000","MK,CDN,SW,AC,QT","2018-2018","MT","53,975","36.2","7,223","2.9","32,956","16.2","16,650","7.1","4,101","3.1","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","114,905","65.5","","","US","RS","0402991000",""
"Russia","3","0402994500","MK,CDN,SW,AC,OQ","2015-2015","MT","0","0.0","2,628","2.3","0","0.0","2,791","1.2","4,714","1.6","0","0.0","26,198","14.6","3,471","2.0","0","0.0","0","0.0","0","0.0","0","0.0","39,802","21.6","","","US","RS","0402994500",""
"Russia","3","0402994500","MK,CDN,SW,AC,OQ","2016-2016","MT","0","0.0","0","0.0","10,494","5.3","0","0.0","0","0.0","4,136","2.0","0","0.0","2,132","1.5","5,424","4.1","0","0.0","0","0.0","0","0.0","22,186","12.9","","","US","RS","0402994500",""
"Russia","3","0402994500","MK,CDN,SW,AC,OQ","2017-2017","MT","0","0.0","0","0.0","35,817","19.9","0","0.0","0","0.0","35,744","20.6","0","0.0","5,674","4.2","0","0.0","0","0.0","21,775","11.9","0","0.0","99,010","56.6","","","US","RS","0402994500",""
"Saudi Arabia","1","0402999000","M/C,CNC,SW OQ","2016-2016","MT","0","0.0","0","0.0","0","0.0","6,912","2.1","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","6,912","2.1","","","US","SA","0402999000",""
"Sweden","1","0402100500","MK/CM,<1.5%F","2015-2015","MT","0","0.0","0","0.0","0","0.0","0","0.0","4,810","1.6","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","4,810","1.6","","","US","SW","0402100500",""
"Sweden","2","0402105000","MK/CM,<1.5%F,OQ","2016-2016","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","29,700","11.2","0","0.0","0","0.0","0","0.0","31,448","10.5","0","0.0","61,148","21.8","","","US","SW","0402105000",""
"Taiwan","1","0402100500","MK/CM,<1.5%F","2016-2016","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","2,693","0.8","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","2,693","0.8","","","US","TW","0402100500",""
"Taiwan","2","0402105000","MK/CM,<1.5%F,OQ","2016-2016","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","6,169","2.1","0","0.0","0","0.0","0","0.0","0","0.0","6,169","2.1","","","US","TW","0402105000",""
"Taiwan","3","0402219000","MC,C/NS,>35,OQ","2015-2015","MT","4,027","0.3","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","4,027","0.3","","","US","TW","0402219000",""
"Taiwan","3","0402219000","MC,C/NS,>35,OQ","2016-2016","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","7,935","0.6","0","0.0","7,935","0.6","","","US","TW","0402219000",""
"Taiwan","3","0402219000","MC,C/NS,>35,OQ","2017-2017","MT","8,206","0.6","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","8,206","0.6","","","US","TW","0402219000",""
"Ukraine","1","0402991000","MK,CDN,SW,AC,QT","2015-2015","MT","6,188","4.3","40,857","26.2","36,899","26.1","8,458","5.9","88,670","57.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","42,240","40.1","223,312","159.6","","","US","UP","0402991000",""
"Ukraine","1","0402991000","MK,CDN,SW,AC,QT","2016-2016","MT","4,050","2.6","119,966","86.8","156,966","113.5","100,201","75.2","0","0.0","0","0.0","0","0.0","22,704","20.1","0","0.0","22,704","20.1","0","0.0","0","0.0","426,591","318.2","","","US","UP","0402991000",""
"Ukraine","1","0402991000","MK,CDN,SW,AC,QT","2017-2017","MT","8,235","5.6","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","8,235","5.6","","","US","UP","0402991000",""
"Ukraine","1","0402991000","MK,CDN,SW,AC,QT","2018-2018","MT","458,818","294.9","50,412","40.3","64,809","42.6","24,295","14.9","14,100","9.1","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","29,256","21.0","0","0.0","641,690","422.8","","","US","UP","0402991000",""
